2.145900000000000000e+05,2.146160000000000000e+05,2.143610000000000000e+05,2.143550000000000000e+05,2.130180000000000000e+05,2.130040000000000000e+05,2.114330000000000000e+05,2.114140000000000000e+05,2.102660000000000000e+05,2.102480000000000000e+05,2.095760000000000000e+05,2.095660000000000000e+05,2.091500000000000000e+05,2.091310000000000000e+05
2.146200000000000000e+05,2.146470000000000000e+05,2.145440000000000000e+05,2.145430000000000000e+05,2.136400000000000000e+05,2.136270000000000000e+05,2.125160000000000000e+05,2.124920000000000000e+05,2.115470000000000000e+05,2.115300000000000000e+05,2.109420000000000000e+05,2.109300000000000000e+05,2.106640000000000000e+05,2.106530000000000000e+05
2.143530000000000000e+05,2.145430000000000000e+05,2.147330000000000000e+05,2.147330000000000000e+05,2.147200000000000000e+05,2.147200000000000000e+05,2.146240000000000000e+05,2.146230000000000000e+05,2.144730000000000000e+05,2.144700000000000000e+05,2.143310000000000000e+05,2.143260000000000000e+05,2.141930000000000000e+05,2.141870000000000000e+05
2.143470000000000000e+05,2.145330000000000000e+05,2.147340000000000000e+05,2.147340000000000000e+05,2.147250000000000000e+05,2.147250000000000000e+05,2.146560000000000000e+05,2.146560000000000000e+05,2.145980000000000000e+05,2.145950000000000000e+05,2.145150000000000000e+05,2.145110000000000000e+05,2.144030000000000000e+05,2.143960000000000000e+05
2.132640000000000000e+05,2.136490000000000000e+05,2.147240000000000000e+05,2.147280000000000000e+05,2.147320000000000000e+05,2.147320000000000000e+05,2.147220000000000000e+05,2.147220000000000000e+05,2.146560000000000000e+05,2.146550000000000000e+05,2.146160000000000000e+05,2.146130000000000000e+05,2.145230000000000000e+05,2.145220000000000000e+05
2.132300000000000000e+05,2.136060000000000000e+05,2.147240000000000000e+05,2.147280000000000000e+05,2.147330000000000000e+05,2.147330000000000000e+05,2.147240000000000000e+05,2.147230000000000000e+05,2.146770000000000000e+05,2.146750000000000000e+05,2.146480000000000000e+05,2.146450000000000000e+05,2.146080000000000000e+05,2.146080000000000000e+05
2.115720000000000000e+05,2.123890000000000000e+05,2.146280000000000000e+05,2.146690000000000000e+05,2.147240000000000000e+05,2.147270000000000000e+05,2.147290000000000000e+05,2.147300000000000000e+05,2.147210000000000000e+05,2.147200000000000000e+05,2.146720000000000000e+05,2.146720000000000000e+05,2.146390000000000000e+05,2.146320000000000000e+05
2.115260000000000000e+05,2.123510000000000000e+05,2.146230000000000000e+05,2.146660000000000000e+05,2.147220000000000000e+05,2.147260000000000000e+05,2.147310000000000000e+05,2.147320000000000000e+05,2.147260000000000000e+05,2.147250000000000000e+05,2.146950000000000000e+05,2.146950000000000000e+05,2.146650000000000000e+05,2.146600000000000000e+05
2.102870000000000000e+05,2.113440000000000000e+05,2.144700000000000000e+05,2.145540000000000000e+05,2.146510000000000000e+05,2.146860000000000000e+05,2.147140000000000000e+05,2.147240000000000000e+05,2.147240000000000000e+05,2.147260000000000000e+05,2.147170000000000000e+05,2.147170000000000000e+05,2.146800000000000000e+05,2.146750000000000000e+05
2.102580000000000000e+05,2.113050000000000000e+05,2.144620000000000000e+05,2.145460000000000000e+05,2.146420000000000000e+05,2.146840000000000000e+05,2.147110000000000000e+05,2.147220000000000000e+05,2.147270000000000000e+05,2.147280000000000000e+05,2.147220000000000000e+05,2.147220000000000000e+05,2.147010000000000000e+05,2.146980000000000000e+05
2.096070000000000000e+05,2.107420000000000000e+05,2.143100000000000000e+05,2.144340000000000000e+05,2.145250000000000000e+05,2.146200000000000000e+05,2.146740000000000000e+05,2.146980000000000000e+05,2.147100000000000000e+05,2.147240000000000000e+05,2.147170000000000000e+05,2.147190000000000000e+05,2.147060000000000000e+05,2.147050000000000000e+05
2.095790000000000000e+05,2.107160000000000000e+05,2.142900000000000000e+05,2.144220000000000000e+05,2.145190000000000000e+05,2.146180000000000000e+05,2.146720000000000000e+05,2.146950000000000000e+05,2.147070000000000000e+05,2.147230000000000000e+05,2.147210000000000000e+05,2.147230000000000000e+05,2.147090000000000000e+05,2.147100000000000000e+05
2.091950000000000000e+05,2.104320000000000000e+05,2.141160000000000000e+05,2.142610000000000000e+05,2.143550000000000000e+05,2.145580000000000000e+05,2.146000000000000000e+05,2.146440000000000000e+05,2.146760000000000000e+05,2.147040000000000000e+05,2.147050000000000000e+05,2.147140000000000000e+05,2.147010000000000000e+05,2.147020000000000000e+05
2.091750000000000000e+05,2.104130000000000000e+05,2.140880000000000000e+05,2.142340000000000000e+05,2.143490000000000000e+05,2.145550000000000000e+05,2.145930000000000000e+05,2.146400000000000000e+05,2.146720000000000000e+05,2.147030000000000000e+05,2.147020000000000000e+05,2.147150000000000000e+05,2.147040000000000000e+05,2.147060000000000000e+05
