5.336614976003909577e-02,7.270337083689112356e-01,1.968799665598328918e-01,8.422280067086477251e-01,7.752141840405121220e-01,7.736806555562415755e-02,7.597013157660683635e-01,2.292187347606287340e-01,5.611375428999261228e-01,1.804049671035347358e-01,9.327538326384157141e-01,6.169142037785396021e-02,1.972618326755200546e-01,7.077446362175674466e-01,3.075599222059100524e-01,7.525530966416874579e-01,5.131971221369969749e-01,9.878497014913077967e-01,3.414503548986254633e-01,2.879281766041892343e-01
1.014514424394111353e-01,2.527015858414951022e-01,4.860494016873020406e-01,5.024747633975351624e-01,4.559639359716493590e-01,8.249341321280367900e-01,9.107573123029429896e-01,8.583152312748394408e-01,2.617376233863503709e-01,4.336102340347016554e-02,3.909191118394464426e-01,4.766977300118945826e-01,3.207103985321887452e-01,5.563934047773980707e-01,3.173926212051891294e-01,9.293672722020374088e-02,9.364087614201159759e-01,6.557713785410118623e-01,8.924767870254143309e-01,6.841105425178202193e-01
4.059789672931046062e-02,1.114100102343366927e-01,7.524433434728374781e-01,5.109251978411488704e-01,9.661466031746809291e-01,6.881523446023418700e-01,6.583156161873390255e-01,3.388182864933344529e-01,8.976576910963993683e-01,8.676746540854939349e-01,6.982297813688089771e-01,1.474632029153040598e-02,5.382128217343979948e-01,2.509532199532261143e-01,9.938703025925025303e-01,7.430602593019971502e-01,8.144933693226968918e-01,5.995495245900556158e-01,2.229433164005000835e-03,7.240238086689027019e-01
4.333117370881195973e-01,4.269944299990318104e-01,7.677856736998742160e-02,2.567785049595923685e-01,8.125326415449677375e-01,3.890744054626946724e-01,5.710934188588683291e-01,4.654089013244319673e-01,2.321711246154516128e-01,1.165668658099614230e-01,4.639705582354749502e-01,2.978789088211564184e-01,3.320459904232250792e-01,8.596552577935563377e-01,8.600958305567769635e-01,1.183594284099939581e-01,8.603114428160413274e-01,8.500897691870922257e-01,5.832081839197010842e-01,6.580569412164517518e-01
3.769385818951977996e-01,2.551526336394442929e-01,4.358376565024169036e-01,7.653726320765643631e-01,8.383686398451162258e-03,9.365365944804838749e-01,2.279711917908841812e-01,5.786588865888017130e-01,1.950960814936274490e-01,4.097766830139298877e-01,1.558217690579291326e-01,2.133842057557546190e-01,2.179618872299664278e-01,8.843810273699503899e-02,7.435530226767517181e-01,6.120630403308502387e-01,4.886170683150516947e-01,5.831669405743322709e-01,8.911652014647690467e-02,8.674086994047800481e-01
6.516644619370177971e-02,5.367488899290414617e-01,6.397530331760886702e-01,2.887198119070594760e-01,1.072813585499828581e-01,5.594823952183999305e-01,1.424667183861599296e-01,1.874417202947286920e-01,1.722561064259940100e-01,5.487068888546691170e-01,5.971966007318632030e-01,9.901194618014076410e-01,9.321996982260909448e-01,4.160799620335413063e-01,1.625859289512995576e-01,4.887398492063051436e-01,1.884245475304354434e-01,6.738891676100908779e-01,8.985472193148814624e-01,2.917053892810909654e-01
5.941142977305130524e-01,9.681699700091498384e-01,9.861787604403708940e-01,8.196474583039861095e-01,6.898709344057369908e-01,6.231244544917180495e-01,5.992855933299914284e-01,6.815977521332835520e-01,8.386535268218138217e-01,4.599927453944613887e-01,5.477219877712132812e-01,9.563661314693696625e-01,2.839867355461837550e-01,4.842836528263076423e-01,8.129669214932107035e-01,6.066446138971283153e-01,6.352380424882542176e-01,4.168027315376908737e-01,7.812662636018413709e-01,3.043427065921616714e-01
5.871664471759869830e-01,1.793920229997791049e-01,6.701760532715815843e-01,3.771701809416532769e-01,3.339445851311330649e-01,6.793564345632102652e-01,5.430308605753298989e-01,2.364043392524352860e-01,5.463566248649041057e-01,9.022447777492688115e-01,1.230930365904115975e-01,4.457608261229219493e-01,3.597965411785780110e-01,5.685187048452622349e-01,4.059726137181632333e-01,2.898487459286285262e-01,7.894500048709086615e-01,8.987140020960965314e-01,3.712440433414865293e-01,9.371343853845203187e-01
1.229719518300489839e-01,1.529130887878664691e-01,2.748336383576517328e-01,3.785642508979652487e-01,2.788238874325570382e-01,6.400893340855307034e-01,6.688358929575244360e-01,8.766236546865199819e-02,6.857388574292541117e-01,5.286722285090854623e-01,6.101382710500426881e-02,4.166380705090230729e-02,2.803848788798129488e-01,2.125143978632634822e-01,3.569353564177629723e-02,9.800507988047632013e-01,5.118180396341065475e-01,7.869980472201767441e-01,9.446832872786536939e-01,1.350339096424542362e-01
6.261214764680577138e-01,3.652677216822685646e-01,9.399196781083963836e-01,5.710966102936434474e-01,2.453094251312752938e-01,9.605105389506473079e-01,1.270968659270515881e-02,2.725006939944859541e-01,2.602223391610429259e-01,1.388002322898682361e-01,1.870613913358669944e-01,6.400833066512364722e-01,9.058833225661750976e-01,7.608695627160545483e-01,9.405492443186432849e-01,7.576455362151862660e-01,7.897271982190585682e-01,3.608696307569125294e-01,5.679361140448010437e-01,7.736898230607581750e-01
