,number_minimizers_per_func_metod,number_extra_descents_per_func_metod,number_minimizers_per_func_multistart,time_metod,time_multistart,min_func_val_metod,min_func_val_multistart
0,46.0,0.0,46.0,22.0124831199646,188.81063604354858,1.3827221891950865e-05,1.3827221891950865e-05
1,47.0,0.0,47.0,28.307233095169067,149.7693099975586,1.2553174737224129e-05,1.2553174737224129e-05
2,45.0,0.0,45.0,18.77887797355652,141.21012687683105,1.2204030398319015e-05,1.2204030398319015e-05
3,46.0,0.0,46.0,18.644123792648315,141.64670705795288,1.0946950905635332e-05,1.0946950905635332e-05
4,46.0,0.0,46.0,18.381794214248657,139.93858194351196,1.3499207585421111e-05,1.3499207585421111e-05
5,46.0,0.0,46.0,18.65843677520752,140.4732301235199,1.3053234630177978e-05,1.3053234630177978e-05
6,47.0,0.0,47.0,20.202157020568848,138.13977193832397,1.428357210637001e-05,1.428357210637001e-05
7,49.0,0.0,49.0,19.23014211654663,139.203027009964,1.385969295867153e-05,1.385969295867153e-05
8,47.0,0.0,47.0,18.41413712501526,138.28525018692017,1.3141932679756591e-05,1.3141932679756591e-05
9,48.0,0.0,48.0,18.73358678817749,138.1642439365387,1.2555829883072324e-05,1.2555829883072324e-05
10,46.0,0.0,46.0,18.32955288887024,138.2575707435608,1.0827050171418711e-05,1.0827050171418711e-05
11,45.0,0.0,45.0,18.269307851791382,138.56715965270996,1.3802381103325685e-05,1.3802381103325685e-05
12,48.0,0.0,48.0,18.543943166732788,137.27468276023865,1.0523438105368345e-05,1.0523438105368345e-05
13,47.0,0.0,47.0,18.489909887313843,141.88754224777222,1.278628198218103e-05,1.278628198218103e-05
14,49.0,0.0,49.0,18.780232906341553,140.7012391090393,1.2507869640366928e-05,1.2507869640366928e-05
15,47.0,0.0,47.0,17.263248920440674,136.47670674324036,1.0396776565092918e-05,1.0396776565092918e-05
16,49.0,0.0,49.0,19.28724980354309,147.69492197036743,1.3250997684516999e-05,1.3250997684516999e-05
17,49.0,0.0,49.0,27.30733370780945,151.32253885269165,1.290166329165054e-05,1.290166329165054e-05
18,48.0,0.0,48.0,19.177685022354126,139.12473511695862,1.2166563121621055e-05,1.2166563121621055e-05
19,41.0,0.0,41.0,17.29136085510254,141.48311400413513,1.3337890319180486e-05,1.3337890319180486e-05
20,49.0,0.0,49.0,19.22408390045166,138.97514605522156,1.320117777496053e-05,1.320117777496053e-05
21,49.0,0.0,49.0,19.073086977005005,136.93512105941772,1.1835904726506936e-05,1.1835904726506936e-05
22,49.0,0.0,49.0,19.03280782699585,138.50455498695374,1.2785502550545964e-05,1.2785502550545964e-05
23,46.0,0.0,46.0,21.618317127227783,157.08338904380798,1.2840474293504411e-05,1.2840474293504411e-05
