,0,1,2,3,4
0,25.0,23.0,25.0,27.0,1.0
1,27.0,28.0,17.0,28.0,1.0
2,77.0,21.0,2.0,0.0,1.0
3,91.0,9.0,0.0,0.0,1.0
4,93.0,7.0,0.0,0.0,1.0
5,98.0,2.0,0.0,0.0,1.0
6,100.0,0.0,0.0,0.0,1.0
7,100.0,0.0,0.0,0.0,1.0
8,100.0,0.0,0.0,0.0,1.0
