,number_minimizers_per_func_metod,number_extra_descents_per_func_metod,number_minimizers_per_func_multistart,time_metod,time_multistart,min_func_val_metod,min_func_val_multistart
0,32.0,43.0,32.0,4.174437046051025,16.158058881759644,-195.8308285188569,-195.8308285188569
1,32.0,53.0,32.0,5.952764987945557,15.593107461929321,-195.83082851885712,-195.83082851885712
2,32.0,55.0,32.0,5.41125226020813,15.512537002563477,-195.830828518853,-195.830828518853
3,32.0,36.0,32.0,4.698825836181641,13.673141717910767,-195.8308285188571,-195.8308285188571
4,32.0,55.0,32.0,4.577728271484375,13.779592037200928,-195.8308285188557,-195.8308285188568
5,32.0,58.0,32.0,4.599738597869873,11.267300844192505,-195.83082851885712,-195.83082851885712
6,32.0,66.0,32.0,4.519195556640625,11.656007528305054,-195.83082851885712,-195.83082851885712
7,32.0,47.0,32.0,4.0098466873168945,13.03983187675476,-195.8308285188571,-195.8308285188571
8,32.0,48.0,32.0,4.303316831588745,11.561320543289185,-195.83082851885712,-195.83082851885712
9,32.0,43.0,32.0,3.8393771648406982,10.818653583526611,-195.83082851885706,-195.83082851885706
10,32.0,42.0,32.0,3.7891972064971924,10.813218355178833,-195.8308285188571,-195.8308285188571
11,32.0,54.0,32.0,4.1930155754089355,10.849348306655884,-195.830828518855,-195.8308285188571
12,32.0,59.0,32.0,4.250147581100464,10.75211763381958,-195.83082851885672,-195.83082851885672
13,32.0,41.0,32.0,4.056238174438477,10.819079399108887,-195.83082851885587,-195.83082851885587
14,32.0,47.0,32.0,4.053255558013916,10.674541473388672,-195.8308285188571,-195.8308285188571
15,32.0,47.0,32.0,4.038655042648315,10.736069202423096,-195.8308285188369,-195.8308285188369
16,32.0,45.0,32.0,3.93371319770813,10.709633827209473,-195.83082851885712,-195.8308285188571
17,32.0,48.0,32.0,4.007950067520142,10.803447484970093,-195.8308285188571,-195.8308285188571
18,32.0,62.0,32.0,4.135326623916626,10.963120460510254,-195.830828518857,-195.8308285188571
19,32.0,69.0,32.0,4.386800050735474,10.725340604782104,-195.8308285188307,-195.8308285188307
20,32.0,35.0,32.0,3.497576951980591,10.821084976196289,-195.83082851884814,-195.8308285188571
21,32.0,56.0,32.0,4.256934881210327,10.756091833114624,-195.83082851882293,-195.83082851882293
22,32.0,47.0,32.0,4.020605802536011,10.686687231063843,-195.83082851872015,-195.83082851872015
23,32.0,32.0,32.0,3.599189281463623,11.385033130645752,-195.83082851883796,-195.83082851883796
24,32.0,40.0,32.0,4.0323216915130615,11.13649868965149,-195.83082851873706,-195.83082851873706
25,32.0,68.0,32.0,4.471318483352661,10.793201208114624,-195.8308285188566,-195.8308285188566
26,32.0,59.0,32.0,4.111470699310303,10.725837707519531,-195.8308285188571,-195.8308285188571
27,32.0,49.0,32.0,3.9400205612182617,11.287346601486206,-195.8308285188571,-195.8308285188571
28,32.0,59.0,32.0,4.280392408370972,10.997760534286499,-195.83082851885712,-195.83082851885712
29,32.0,59.0,32.0,4.068466663360596,10.870834350585938,-195.83082851885706,-195.83082851883606
30,32.0,50.0,32.0,3.838499069213867,10.665781497955322,-195.8308285188511,-195.83082851874033
