9.999348030586678870e-01,9.999627446049531576e-01,9.995855337301032817e-01,9.995808768057223848e-01,9.978252163141374531e-01,9.977972747678522936e-01,9.957249434183688130e-01,9.956504326282750172e-01,9.932660873452736627e-01,9.932334888746076063e-01,9.919807762161557685e-01
9.999441169074296809e-01,9.999767153780957374e-01,9.997671537809569298e-01,9.997624968565760328e-01,9.987100319465012088e-01,9.986867473245969462e-01,9.970894222619612890e-01,9.970288822450100730e-01,9.949798355174308551e-01,9.949425801223840127e-01,9.938668305904049260e-01
9.993759721329644741e-01,9.998044091760037722e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.999860292268574202e-01,9.999767153780957374e-01,9.996926429908631340e-01,9.996926429908631340e-01,9.994178844523922134e-01,9.994085706036305305e-01,9.990406735775424485e-01
9.993666582842027912e-01,9.997764676297186126e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.999860292268574202e-01,9.999813723024765233e-01,9.997345553102908733e-01,9.997345553102908733e-01,9.995529352594372252e-01,9.995482783350564393e-01,9.994271983011540073e-01
9.976808516583307584e-01,9.983933610886026599e-01,9.999860292268574202e-01,9.999860292268574202e-01,9.999953430756191031e-01,1.000000000000000000e+00,9.999674015293339435e-01,9.999627446049531576e-01,9.997112706883866107e-01,9.997066137640057137e-01,9.995203367887711687e-01
9.976063408682369626e-01,9.982909087522237046e-01,9.999860292268574202e-01,9.999860292268574202e-01,9.999953430756191031e-01,1.000000000000000000e+00,9.999720584537148405e-01,9.999627446049531576e-01,9.997671537809569298e-01,9.997671537809569298e-01,9.996321029739119179e-01
9.959531327130309863e-01,9.967913791015861058e-01,9.997159276127673966e-01,9.997764676297186126e-01,9.999720584537148405e-01,9.999767153780957374e-01,9.999813723024765233e-01,9.999860292268574202e-01,9.999534307561913637e-01,9.999534307561913637e-01,9.997718107053377157e-01
9.958413665278903482e-01,9.966702990676837848e-01,9.997112706883866107e-01,9.997718107053377157e-01,9.999674015293339435e-01,9.999767153780957374e-01,9.999860292268574202e-01,9.999953430756191031e-01,9.999674015293339435e-01,9.999674015293339435e-01,9.998602922685740912e-01
9.935361889593636864e-01,9.946212523401044558e-01,9.992222936283960966e-01,9.994225413767731103e-01,9.997159276127673966e-01,9.998044091760037722e-01,9.999208322855253073e-01,9.999674015293339435e-01,9.999627446049531576e-01,9.999674015293339435e-01,9.999254892099062042e-01
9.934430504717464139e-01,9.945234569281063974e-01,9.992129797796343027e-01,9.994132275280114275e-01,9.996926429908631340e-01,9.998044091760037722e-01,9.999161753611445214e-01,9.999674015293339435e-01,9.999720584537148405e-01,9.999767153780957374e-01,9.999534307561913637e-01
9.918922946529193929e-01,9.931729488576565013e-01,9.988404258291654347e-01,9.991850382333491432e-01,9.992874905697280985e-01,9.995855337301032817e-01,9.997578399321951359e-01,9.998742630417167820e-01,9.999208322855253073e-01,9.999580876805722607e-01,9.999348030586678870e-01
