,number_minimizers_per_func_metod,number_extra_descents_per_func_metod,number_minimizers_per_func_multistart,time_metod,time_multistart,min_func_val_metod,min_func_val_multistart,prop_class,greater_than_one_region,total_times_minimizer_missed,total_no_times_inequals_sat
0,46.0,0.0,46.0,1875.0052242279053,2377.2475419044495,1.7396247624373e-07,1.7396247624373e-07,0.0,0.0,0.0,954.0
1,48.0,0.0,48.0,2261.5019743442535,1587.5952587127686,9.356897113458912e-08,9.356897113458912e-08,0.0,0.0,0.0,952.0
2,50.0,0.0,50.0,1705.810474872589,2291.3611693382263,1.5074973046616307e-07,1.5074973046616307e-07,0.0,0.0,0.0,950.0
3,48.0,0.0,48.0,2233.0155544281006,1709.0604586601257,7.3652274251463e-08,7.3652274251463e-08,0.0,0.0,0.0,952.0
4,48.0,0.0,48.0,1902.2252080440521,1825.1077132225037,1.4201511618389254e-07,1.4201511618389254e-07,0.0,0.0,0.0,952.0
5,46.0,0.0,46.0,1927.0763602256775,1875.259752035141,1.4528349159342122e-07,1.4528349159342122e-07,0.0,0.0,0.0,954.0
6,49.0,0.0,49.0,2057.036947250366,1919.6103007793427,1.2561306040132072e-07,1.2561306040132072e-07,0.0,0.0,0.0,951.0
7,49.0,0.0,49.0,1982.518282175064,1879.628425836563,1.0922405075157559e-07,1.0922405075157559e-07,0.0,0.0,0.0,951.0
8,49.0,0.0,49.0,2050.5211956501007,2386.1858990192413,7.299915149894011e-08,7.299915149894011e-08,0.0,0.0,0.0,951.0
9,49.0,0.0,49.0,1995.627599954605,2134.0540812015533,6.655607338918185e-08,6.655607338918185e-08,0.0,0.0,0.0,951.0
10,49.0,0.0,49.0,2061.090965986252,2304.5022580623627,1.2971108803720835e-07,1.2971108803720835e-07,0.0,0.0,0.0,951.0
11,49.0,0.0,49.0,2338.1343007087708,2157.8896329402924,9.244893182165986e-08,9.244893182165986e-08,0.0,0.0,0.0,951.0
12,49.0,0.0,49.0,2506.3389980793,2013.1300084590912,7.073546265769265e-08,7.073546265769265e-08,0.0,0.0,0.0,951.0
13,46.0,0.0,46.0,1738.8556926250458,1907.1265842914581,1.0299114764754904e-07,1.0299114764754904e-07,0.0,0.0,0.0,954.0
14,50.0,0.0,50.0,1920.3019511699677,1871.2791464328766,8.006140865546605e-08,8.006140865546605e-08,0.0,0.0,0.0,950.0
15,50.0,0.0,50.0,2370.950782060623,2182.62282037735,1.3846918848032347e-07,1.3846918848032347e-07,0.0,0.0,0.0,950.0
16,48.0,0.0,48.0,2031.416051864624,2182.662103652954,1.234422988216761e-07,1.234422988216761e-07,0.0,0.0,0.0,952.0
17,45.0,0.0,45.0,1999.0821390151978,2148.0453147888184,1.1366292419547298e-07,1.1366292419547298e-07,0.0,0.0,0.0,955.0
18,49.0,0.0,49.0,2405.6084718704224,2151.0003027915955,7.618593338357076e-08,7.618593338357076e-08,0.0,0.0,0.0,951.0
19,50.0,0.0,50.0,2034.5076096057892,1695.0452706813812,1.1749798469311817e-07,1.1749798469311817e-07,0.0,0.0,0.0,950.0
20,47.0,0.0,47.0,2248.0078961849213,2081.1516723632812,1.7034183029275113e-07,1.7034183029275113e-07,0.0,0.0,0.0,953.0
21,50.0,0.0,50.0,2373.4952483177185,3096.109625816345,1.5711697674266103e-07,1.5711697674266103e-07,0.0,0.0,0.0,950.0
22,49.0,0.0,49.0,2200.208112478256,1707.8839464187622,1.08908958360613e-07,1.08908958360613e-07,0.0,0.0,0.0,951.0
23,48.0,0.0,48.0,1993.7296423912048,1809.1851935386658,1.2910555213372756e-07,1.2910555213372756e-07,0.0,0.0,0.0,952.0
24,48.0,0.0,48.0,2002.7967648506165,1503.759414434433,1.1550939249294043e-07,1.1550939249294043e-07,0.0,0.0,0.0,952.0
