,number_minimizers_per_func_metod,number_extra_descents_per_func_metod,time_metod,min_func_val_metod,total_times_minimizer_missed,total_no_times_inequals_sat
0,10.0,17.0,439.0620768070221,-0.6631037420569116,0.0,973.0
1,10.0,30.0,438.3383936882019,-0.691976375108312,1.0,960.0
2,9.0,22.0,440.3420841693878,-0.6499803992564313,0.0,969.0
3,10.0,17.0,503.8649890422821,-0.6339067146364613,4.0,973.0
4,10.0,22.0,443.271861076355,-0.6761246704468099,0.0,968.0
5,10.0,10.0,400.12306571006775,-0.6837771802691404,2.0,980.0
6,10.0,19.0,365.766086101532,-0.6822906889836784,0.0,971.0
7,10.0,32.0,358.75669503211975,-0.6273827959645788,0.0,958.0
8,10.0,20.0,358.0621039867401,-0.6982390692332886,0.0,970.0
9,10.0,27.0,358.06345295906067,-0.7340632982566774,5.0,963.0
10,10.0,13.0,360.0012459754944,-0.6713651461449429,1.0,977.0
11,10.0,14.0,360.8768877983093,-0.6582500175054149,0.0,976.0
12,10.0,21.0,402.54202008247375,-0.6981375907148272,0.0,969.0
13,10.0,26.0,411.8769762516022,-0.6930683132177683,0.0,964.0
14,10.0,20.0,376.4982488155365,-0.6340216157682991,0.0,970.0
15,10.0,15.0,376.0751450061798,-0.686434633835228,1.0,975.0
16,10.0,27.0,381.7473452091217,-0.6510562814390097,0.0,963.0
17,10.0,19.0,387.8256947994232,-0.6873822516326678,0.0,971.0
18,10.0,19.0,386.4190549850464,-0.6773859926323927,0.0,971.0
19,10.0,21.0,379.57011103630066,-0.5796767171017563,1.0,969.0
20,10.0,38.0,397.91569995880127,-0.6810552627889911,0.0,952.0
21,10.0,17.0,406.5646941661835,-0.6927850717617922,0.0,973.0
22,10.0,33.0,450.1698341369629,-0.6746552898941098,1.0,957.0
23,10.0,33.0,397.51241397857666,-0.6448163677563289,0.0,957.0
24,10.0,6.0,391.9003219604492,-0.6759105683623595,1.0,984.0
25,10.0,38.0,395.243999004364,-0.687402171537763,0.0,952.0
26,10.0,18.0,393.23512601852417,-0.6208156907869974,1.0,972.0
27,10.0,32.0,401.7818009853363,-0.7019162770870706,0.0,958.0
28,10.0,19.0,398.12009596824646,-0.6888548778006879,0.0,971.0
29,10.0,26.0,398.3548138141632,-0.6563843789428128,0.0,964.0
30,10.0,31.0,453.16930198669434,-0.6950065719721656,0.0,959.0
31,10.0,20.0,423.0631899833679,-0.6988209387624722,0.0,970.0
32,10.0,23.0,396.86188316345215,-0.6638723774720123,0.0,967.0
33,10.0,20.0,400.14927792549133,-0.6905616930465355,0.0,970.0
34,10.0,31.0,399.84668588638306,-0.668546512496314,1.0,959.0
35,10.0,32.0,400.19852900505066,-0.681504427002153,0.0,958.0
36,10.0,23.0,395.33874702453613,-0.6704795161578881,0.0,967.0
37,10.0,18.0,400.68177819252014,-0.6834285812219874,1.0,972.0
38,10.0,13.0,396.3364589214325,-0.6210150552983489,0.0,977.0
39,10.0,28.0,453.97510385513306,-0.6766290049988283,0.0,962.0
40,10.0,15.0,402.6654031276703,-0.6525177900716659,0.0,975.0
41,10.0,14.0,391.67665004730225,-0.641711371829621,0.0,976.0
42,10.0,15.0,390.5350408554077,-0.6687518333355308,0.0,975.0
43,10.0,36.0,395.57727432250977,-0.6473144394585959,1.0,954.0
44,10.0,15.0,394.89068722724915,-0.6876500972465949,0.0,975.0
45,10.0,20.0,384.2175097465515,-0.6672209347275379,0.0,970.0
46,10.0,18.0,389.2009139060974,-0.6893660904307609,0.0,972.0
47,10.0,28.0,385.9897322654724,-0.6862628988806769,0.0,962.0
48,10.0,24.0,436.3450560569763,-0.6863669880466503,1.0,966.0
49,10.0,24.0,413.1593368053436,-0.6319519818238719,0.0,966.0
50,10.0,23.0,388.2895920276642,-0.6850516926700926,0.0,967.0
51,10.0,23.0,379.16285586357117,-0.6593965994210466,0.0,967.0
52,10.0,31.0,394.1620440483093,-0.6940057037748796,0.0,959.0
53,10.0,30.0,383.1899628639221,-0.6637272302421569,0.0,960.0
54,10.0,21.0,384.7464656829834,-0.699516413351683,1.0,969.0
55,10.0,20.0,384.4256110191345,-0.6555416372349631,0.0,970.0
56,10.0,21.0,382.31784200668335,-0.640235645631433,0.0,969.0
57,10.0,22.0,408.708429813385,-0.6540143207421093,0.0,968.0
