,number_minimizers_per_func_metod,number_extra_descents_per_func_metod,time_metod,min_func_val_metod,total_times_minimizer_missed,total_no_times_inequals_sat
58,10.0,31.0,405.5928997993469,-0.6891015462369047,0.0,959.0
59,10.0,8.0,309.99729681015015,-0.5883186178996292,0.0,982.0
60,10.0,24.0,281.7358310222626,-0.6643701856523688,0.0,966.0
61,10.0,38.0,292.5252459049225,-0.6784205298641887,0.0,952.0
62,10.0,8.0,285.66854333877563,-0.6705314453147505,0.0,982.0
63,10.0,20.0,284.5140748023987,-0.6603857960876859,0.0,970.0
64,10.0,29.0,291.62962317466736,-0.6802194161055478,0.0,961.0
65,10.0,32.0,333.9705500602722,-0.665507225894827,0.0,958.0
66,10.0,20.0,346.82227301597595,-0.6670263403273865,1.0,970.0
67,10.0,29.0,363.2294270992279,-0.6766309063100466,3.0,961.0
68,10.0,17.0,379.6036329269409,-0.69874094300247,0.0,973.0
69,10.0,20.0,404.8479800224304,-0.6890269961662202,0.0,970.0
70,10.0,16.0,362.3520040512085,-0.6789575122216881,0.0,974.0
71,10.0,19.0,365.8941230773926,-0.6899154433158321,0.0,971.0
72,10.0,20.0,363.0715289115906,-0.6988820836436015,1.0,970.0
73,10.0,21.0,364.661554813385,-0.6729392785302996,0.0,969.0
74,10.0,13.0,361.074658870697,-0.6847433314349797,0.0,977.0
75,10.0,20.0,366.044753074646,-0.6630985161058393,4.0,970.0
76,10.0,12.0,361.38086009025574,-0.6634010390907857,1.0,978.0
77,10.0,21.0,361.138179063797,-0.6938203386384322,0.0,969.0
78,10.0,16.0,391.36109471321106,-0.5910022182295446,0.0,974.0
79,10.0,25.0,400.42166900634766,-0.6786563764997628,0.0,965.0
80,10.0,18.0,374.82054018974304,-0.6799137272328181,0.0,972.0
81,10.0,33.0,366.6096861362457,-0.6056877697957708,0.0,957.0
82,10.0,24.0,367.7067530155182,-0.6083857277421351,1.0,966.0
83,10.0,18.0,368.855318069458,-0.6998727034186897,0.0,972.0
84,10.0,35.0,379.2398657798767,-0.6961062373196513,0.0,955.0
85,10.0,13.0,370.66987323760986,-0.6454427751448067,0.0,977.0
86,10.0,21.0,374.7660081386566,-0.6037744864662141,0.0,969.0
87,10.0,22.0,380.1327452659607,-0.6974255914368448,0.0,968.0
88,10.0,16.0,436.67098021507263,-0.6959249532683877,0.0,974.0
89,10.0,32.0,382.75909185409546,-0.6982694768100802,0.0,958.0
90,10.0,35.0,379.7391927242279,-0.663069178935058,0.0,955.0
91,10.0,16.0,380.517085313797,-0.6674971993029374,0.0,974.0
92,10.0,12.0,371.5083508491516,-0.6244055024946848,0.0,978.0
93,10.0,14.0,376.19650506973267,-0.6933498720336769,0.0,976.0
94,10.0,18.0,374.28938007354736,-0.5868737156657747,0.0,972.0
95,10.0,13.0,377.9230420589447,-0.6700362871923662,0.0,977.0
96,10.0,30.0,382.8523681163788,-0.6483766193390684,1.0,960.0
97,10.0,9.0,385.9736521244049,-0.677820153543736,0.0,981.0
98,10.0,21.0,438.051372051239,-0.6292229703515082,0.0,969.0
99,10.0,29.0,380.8710663318634,-0.650284560573903,0.0,961.0
