,number_minimizers_per_func_metod,number_extra_descents_per_func_metod,number_minimizers_per_func_multistart,time_metod,time_multistart,min_func_val_metod,min_func_val_multistart,total_times_minimizer_missed,total_no_times_inequals_sat
53,10.0,25.0,10.0,348.7172758579254,349.58377981185913,-1.5799624857867691,-1.5799624857867691,0.0,965.0
54,10.0,22.0,10.0,348.8033058643341,350.1839737892151,-1.5517399352254226,-1.5517399352254226,0.0,968.0
55,10.0,26.0,10.0,347.6223020553589,349.7983019351959,-1.56583972677335,-1.56583972677335,0.0,964.0
56,10.0,44.0,10.0,404.9037718772888,352.10481429100037,-1.5397609102326428,-1.5397609102326428,0.0,946.0
57,10.0,32.0,10.0,352.6891179084778,351.6763699054718,-1.5536933565590276,-1.5536933565590276,0.0,958.0
58,10.0,26.0,10.0,342.5481209754944,343.09987926483154,-1.523143418528413,-1.523143418528413,0.0,964.0
59,10.0,25.0,10.0,351.4867329597473,353.8562207221985,-1.5577500400391662,-1.5577500400391662,0.0,965.0
60,10.0,35.0,10.0,346.92204904556274,349.83685302734375,-1.406260558042082,-1.406260558042082,0.0,955.0
61,10.0,42.0,10.0,412.42699217796326,358.1728129386902,-1.557672638505435,-1.557672638505435,0.0,948.0
62,10.0,29.0,10.0,356.52756786346436,360.3004848957062,-1.521608809743286,-1.521608809743286,0.0,961.0
63,10.0,22.0,10.0,354.1504738330841,357.8390598297119,-1.4414628207988407,-1.4414628207988407,0.0,968.0
64,10.0,46.0,10.0,362.5067150592804,359.1936688423157,-1.4384979089327439,-1.4384979089327439,0.0,944.0
65,10.0,30.0,10.0,356.74836468696594,355.88385009765625,-1.5586402256481267,-1.5586402256481267,0.0,960.0
66,10.0,32.0,10.0,412.06978583335876,357.7218978404999,-1.594562202269818,-1.594562202269818,0.0,958.0
67,10.0,50.0,10.0,370.0829441547394,364.25773787498474,-1.5879947885248429,-1.5879947885248429,0.0,940.0
68,10.0,40.0,10.0,594.5489268302917,465.10301899909973,-1.5811793236657512,-1.5811793236657512,0.0,950.0
69,10.0,46.0,10.0,420.7940320968628,363.417848110199,-1.588017800195329,-1.588017800195329,0.0,944.0
70,10.0,27.0,10.0,361.8090851306915,419.51520895957947,-1.4575185801866613,-1.4575185801866613,0.0,963.0
71,10.0,47.0,10.0,370.0677728652954,401.81581020355225,-1.5749231966781014,-1.5749231966781014,0.0,943.0
72,10.0,38.0,10.0,529.0145180225372,461.9156858921051,-1.3414159822167409,-1.3414159822167409,0.0,952.0
73,10.0,40.0,10.0,475.2727601528168,471.2186210155487,-1.5691485886613556,-1.5691485886613556,0.0,950.0
74,10.0,37.0,10.0,459.18640995025635,539.0617380142212,-1.5399663371372299,-1.5399663371372299,0.0,953.0
75,10.0,23.0,10.0,479.7004940509796,477.547394990921,-1.4662044698256291,-1.4662044698256291,0.0,967.0
76,10.0,66.0,10.0,489.7486000061035,516.7474517822266,-1.5982281801783194,-1.5982281801783194,0.0,924.0
77,10.0,36.0,10.0,536.3947710990906,481.0733811855316,-1.5887805896697957,-1.5887805896697957,0.0,954.0
78,10.0,38.0,10.0,490.1880497932434,485.7757759094238,-1.5606313763984119,-1.5606313763984119,0.0,952.0
79,10.0,38.0,10.0,488.55318093299866,487.6326768398285,-1.5223362558444418,-1.5223362558444418,0.0,952.0
80,10.0,53.0,10.0,561.6636517047882,506.14481115341187,-1.5673618289451032,-1.5673618289451032,0.0,937.0
81,10.0,35.0,10.0,485.3262748718262,485.77527499198914,-1.550653023112834,-1.550653023112834,0.0,955.0
82,10.0,33.0,10.0,477.4711182117462,478.1553432941437,-1.5568789285237428,-1.5568789285237428,0.0,957.0
83,10.0,42.0,10.0,486.2535650730133,544.3726189136505,-1.5744826488652173,-1.5744826488652173,0.0,948.0
84,10.0,36.0,10.0,489.0534987449646,590.0715148448944,-1.5867253256804286,-1.5867253256804286,0.0,954.0
85,10.0,34.0,10.0,568.5909240245819,533.1875920295715,-1.5276598550894245,-1.5276598550894245,0.0,956.0
86,10.0,38.0,10.0,517.7258911132812,537.153342962265,-1.597380453420584,-1.597380453420584,0.0,952.0
87,10.0,27.0,10.0,530.3667049407959,498.74773693084717,-1.3469163621266496,-1.3469163621266496,0.0,963.0
88,10.0,35.0,10.0,503.31354212760925,500.5244107246399,-1.5648258299130249,-1.5648258299130249,0.0,955.0
89,10.0,36.0,10.0,503.2788100242615,497.47139406204224,-1.4829353059507246,-1.4829353059507246,0.0,954.0
90,10.0,48.0,10.0,498.0230040550232,528.7329018115997,-1.5935276960671239,-1.5935276960671239,0.0,942.0
91,10.0,41.0,10.0,502.6243689060211,493.56772208213806,-1.5675085106379631,-1.5675085106379631,0.0,949.0
92,10.0,38.0,10.0,495.438205242157,494.0974359512329,-1.4524050680047447,-1.4524050680047447,0.0,952.0
93,10.0,22.0,10.0,495.0342559814453,498.7150728702545,-1.5882814737759177,-1.5882814737759177,0.0,968.0
94,10.0,16.0,10.0,518.1165819168091,527.9513108730316,-1.591757875168087,-1.591757875168087,0.0,974.0
95,10.0,28.0,10.0,580.2028558254242,606.90780210495,-1.4959280304054596,-1.4959280304054596,0.0,962.0
96,10.0,51.0,10.0,606.94810795784,603.4304630756378,-1.4734546506335926,-1.4734546506335926,0.0,939.0
97,10.0,37.0,10.0,662.3270320892334,638.7144498825073,-1.5235150507067305,-1.5235150507067305,0.0,953.0
98,10.0,42.0,10.0,608.3504817485809,613.1844379901886,-1.5278399576579273,-1.5278399576579273,0.0,948.0
99,10.0,38.0,10.0,630.3375999927521,713.5148069858551,-1.5981668631319985,-1.5981668631319985,0.0,952.0
