,number_minimizers_per_func_metod,number_extra_descents_per_func_metod,time_metod,min_func_val_metod,total_times_minimizer_missed,total_no_times_inequals_sat
0,10.0,240.0,631.477373123169,-1.4952002414140675,0.0,750.0
1,10.0,247.0,506.0465290546417,-1.433991833905214,0.0,743.0
2,10.0,257.0,423.62578082084656,-1.594074872558963,0.0,733.0
3,10.0,265.0,393.8214621543884,-1.5900150884611666,0.0,725.0
4,10.0,215.0,421.96658515930176,-1.5903237621953779,0.0,775.0
5,10.0,205.0,412.90366101264954,-1.4936141193020718,0.0,785.0
6,10.0,250.0,404.2785611152649,-1.5620068166341035,0.0,740.0
7,10.0,242.0,579.0241661071777,-1.5528665227472846,0.0,748.0
8,10.0,234.0,503.55791997909546,-1.4447563872219074,0.0,756.0
9,10.0,162.0,474.19721722602844,-1.5600264953654055,0.0,828.0
10,10.0,251.0,501.92343521118164,-1.530052234167263,0.0,739.0
11,10.0,231.0,493.4564309120178,-1.6001502223106976,0.0,759.0
12,10.0,257.0,580.0139241218567,-1.5644865064388505,0.0,733.0
13,10.0,232.0,513.2575180530548,-1.5612097719727054,0.0,758.0
14,10.0,206.0,504.99981474876404,-1.4383877928441287,0.0,784.0
15,10.0,254.0,524.623458147049,-1.5597600658903006,0.0,736.0
16,10.0,257.0,611.4259562492371,-1.5912300536173756,0.0,733.0
17,10.0,281.0,532.5848667621613,-1.5968076870230123,0.0,709.0
18,10.0,192.0,513.0735301971436,-1.5786431083692427,0.0,798.0
19,10.0,212.0,510.1429772377014,-1.3929666243964014,0.0,778.0
20,10.0,229.0,535.9940729141235,-1.5083234288488783,0.0,761.0
21,10.0,255.0,535.2429172992706,-1.5864184301348379,0.0,735.0
22,10.0,296.0,612.0341629981995,-1.5569699039688054,0.0,694.0
23,10.0,281.0,546.5987062454224,-1.50343129086213,0.0,709.0
24,10.0,136.0,486.59335708618164,-1.5774401647804766,0.0,854.0
25,10.0,275.0,528.8757691383362,-1.5273876337357448,0.0,715.0
26,10.0,222.0,515.7933521270752,-1.5559105448228367,0.0,768.0
27,10.0,294.0,534.678004026413,-1.5495967858632889,1.0,696.0
28,10.0,308.0,528.8344430923462,-1.5955931972831203,0.0,682.0
29,10.0,263.0,581.0126330852509,-1.5308956499058803,0.0,727.0
30,10.0,272.0,529.5191278457642,-1.5317532288885847,0.0,718.0
31,10.0,202.0,664.351838350296,-1.5625662578791708,0.0,788.0
32,10.0,199.0,596.4272739887238,-1.491649963384358,0.0,791.0
33,10.0,188.0,532.3074421882629,-1.55725748421664,0.0,802.0
34,10.0,211.0,564.8330810070038,-1.5875777271462856,0.0,779.0
35,10.0,233.0,589.5966689586639,-1.588735670881322,0.0,757.0
36,10.0,206.0,542.9564788341522,-1.5743717685210206,0.0,784.0
37,10.0,218.0,546.0902469158173,-1.5511531114569335,0.0,772.0
38,10.0,240.0,538.8977251052856,-1.4881841147063533,0.0,750.0
39,10.0,276.0,553.0714974403381,-1.5693118171998968,0.0,714.0
40,10.0,182.0,524.1024210453033,-1.4857359416914235,0.0,808.0
41,10.0,223.0,537.3403840065002,-1.5588391481084607,0.0,767.0
42,10.0,294.0,588.6091582775116,-1.5665771562915545,0.0,696.0
43,10.0,215.0,530.6631071567535,-1.3873006986440017,0.0,775.0
44,10.0,230.0,528.0410709381104,-1.4591881740032804,0.0,760.0
45,10.0,250.0,538.8647820949554,-1.5465952944337287,0.0,740.0
46,10.0,209.0,523.6213119029999,-1.5962186364064295,0.0,781.0
47,10.0,228.0,533.8605661392212,-1.4680037355148592,0.0,762.0
48,10.0,251.0,561.2338161468506,-1.5661310573655918,0.0,739.0
49,10.0,205.0,565.990168094635,-1.575055375200264,0.0,785.0
50,10.0,189.0,608.0113227367401,-1.583501777624071,0.0,801.0
51,10.0,226.0,652.0349130630493,-1.5559457836761945,0.0,764.0
52,10.0,202.0,654.708685874939,-1.5637079407284398,0.0,788.0
53,10.0,174.0,635.8548719882965,-1.5799624857867691,0.0,816.0
54,10.0,202.0,732.8315539360046,-1.5517399352254226,0.0,788.0
55,10.0,159.0,636.3694152832031,-1.56583972677335,0.0,831.0
56,10.0,300.0,667.4932978153229,-1.5397609102326428,0.0,690.0
