,number_minimizers_per_func_metod,number_extra_descents_per_func_metod,time_metod,min_func_val_metod,total_times_minimizer_missed,total_no_times_inequals_sat
57,10.0,270.0,675.8040289878845,-1.5536933565590276,0.0,720.0
58,10.0,179.0,691.7504088878632,-1.523143418528413,0.0,811.0
59,10.0,211.0,807.9170610904694,-1.5577500400391662,0.0,779.0
60,10.0,202.0,698.3029570579529,-1.406260558042082,0.0,788.0
61,10.0,229.0,704.3181266784668,-1.557672638505435,0.0,761.0
62,10.0,216.0,717.3089678287506,-1.521608809743286,0.0,774.0
63,10.0,194.0,701.530758857727,-1.4414628207988407,0.0,796.0
64,10.0,256.0,750.2339808940887,-1.4384979089327439,0.0,734.0
65,10.0,227.0,717.811439037323,-1.5586402256481267,0.0,763.0
66,10.0,220.0,689.5698101520538,-1.594562202269818,0.0,770.0
67,10.0,317.0,737.694727897644,-1.5879947885248429,0.0,673.0
68,10.0,249.0,704.9118981361389,-1.5811793236657512,0.0,741.0
69,10.0,263.0,725.7824552059174,-1.588017800195329,0.0,727.0
70,10.0,198.0,702.270703792572,-1.4575185801866613,0.0,792.0
71,10.0,248.0,702.2811527252197,-1.5749231966781014,0.0,742.0
72,10.0,259.0,671.2992568016052,-1.3414159822167409,0.0,731.0
73,10.0,196.0,588.3251068592072,-1.5691485886613556,0.0,794.0
74,10.0,257.0,516.8608589172363,-1.5399663371372299,0.0,733.0
75,10.0,225.0,587.1971707344055,-1.4662044698256291,0.0,765.0
76,10.0,258.0,531.1275827884674,-1.5982281801783194,0.0,732.0
77,10.0,219.0,507.9156491756439,-1.5887805896697957,0.0,771.0
78,10.0,288.0,655.9931452274323,-1.5606313763984119,0.0,702.0
79,10.0,287.0,659.1860980987549,-1.5223362558444418,0.0,703.0
80,10.0,212.0,630.2266631126404,-1.5673618289451032,0.0,778.0
81,10.0,233.0,690.9905488491058,-1.550653023112834,0.0,757.0
82,10.0,244.0,651.0976672172546,-1.5568789285237428,0.0,746.0
83,10.0,260.0,653.500734090805,-1.5744826488652173,0.0,730.0
84,10.0,211.0,647.297660112381,-1.5867253256804286,0.0,779.0
85,10.0,217.0,632.3517608642578,-1.5276598550894245,0.0,773.0
86,10.0,265.0,654.6861870288849,-1.597380453420584,0.0,725.0
87,10.0,264.0,685.9518013000488,-1.3469163621266496,0.0,726.0
88,10.0,238.0,650.1615552902222,-1.5648258299130249,0.0,752.0
89,10.0,158.0,612.8480477333069,-1.4829353059507246,0.0,832.0
90,10.0,259.0,642.0733599662781,-1.5935276960671239,0.0,731.0
91,10.0,255.0,644.6488389968872,-1.5675085106379631,0.0,735.0
92,10.0,271.0,682.962306022644,-1.4524050680047447,0.0,719.0
93,10.0,129.0,620.5812311172485,-1.5882814737759177,0.0,861.0
94,10.0,174.0,614.6298289299011,-1.591757875168087,0.0,816.0
95,10.0,186.0,623.8256237506866,-1.4959280304054596,0.0,804.0
96,10.0,285.0,679.4957828521729,-1.4734546506335926,0.0,705.0
97,10.0,242.0,701.9901669025421,-1.5235150507067305,0.0,748.0
98,10.0,277.0,697.7686462402344,-1.5278399576579273,0.0,713.0
99,10.0,276.0,715.1862177848816,-1.5981668631319985,0.0,714.0
