,number_minimizers_per_func_metod,number_extra_descents_per_func_metod,time_metod,min_func_val_metod,total_times_minimizer_missed,total_no_times_inequals_sat
38,48.0,0.0,1649.8907754421234,1.6481108386092356e-07,0.0,952.0
39,47.0,0.0,1630.3091509342194,1.0562521021425544e-07,0.0,953.0
40,50.0,0.0,1759.7460596561432,1.477980735411631e-07,0.0,950.0
41,50.0,0.0,1761.0116465091705,1.4207471333747333e-07,0.0,950.0
42,46.0,0.0,1626.5903086662292,1.0168543731693263e-07,0.0,954.0
43,46.0,0.0,1631.3266336917877,1.385129971635183e-07,0.0,954.0
44,47.0,0.0,1637.6392679214478,1.684201827878087e-07,0.0,953.0
45,49.0,0.0,1693.7184045314789,9.155005186244889e-08,0.0,951.0
46,49.0,0.0,1292.584625005722,9.955601298473623e-08,0.0,951.0
47,48.0,0.0,1821.262497663498,1.767804058900927e-07,0.0,952.0
48,46.0,0.0,1765.1118290424347,1.2774107630740392e-07,0.0,954.0
49,49.0,0.0,1508.6634194850922,1.269109984305776e-07,0.0,951.0
50,47.0,0.0,1744.0726461410522,1.3841325489166982e-07,0.0,953.0
51,47.0,0.0,1771.467523574829,1.4176070772663975e-07,0.0,953.0
52,48.0,0.0,1750.9370152950287,9.505444902674034e-08,0.0,952.0
53,47.0,0.0,1760.5945272445679,1.3727628143683287e-07,0.0,953.0
54,49.0,0.0,1771.6339557170868,5.652562178832005e-08,0.0,951.0
55,49.0,0.0,1836.9207572937012,1.3954541379536424e-07,0.0,951.0
56,48.0,0.0,1624.321971654892,1.0323051109513658e-07,0.0,952.0
57,49.0,0.0,1712.2513880729675,8.184006764155839e-08,0.0,951.0
58,50.0,0.0,1595.4426476955414,5.676715994488548e-08,0.0,950.0
59,49.0,0.0,1737.4380798339844,1.3665901737450933e-07,0.0,951.0
60,47.0,0.0,1751.109215259552,9.210402392571507e-08,0.0,953.0
61,47.0,0.0,1771.6719415187836,1.7841178053074546e-07,0.0,953.0
62,46.0,0.0,1748.8588461875916,7.022493382857356e-08,0.0,954.0
63,48.0,0.0,1744.0216655731201,1.768039376002109e-07,0.0,952.0
64,49.0,0.0,1690.7942690849304,7.110031770604372e-08,0.0,951.0
65,48.0,0.0,1769.7562184333801,6.952411472422709e-08,0.0,952.0
66,50.0,0.0,1739.0679395198822,1.1656974830364173e-07,0.0,950.0
67,49.0,0.0,1778.3793604373932,8.070121436863296e-08,0.0,951.0
68,49.0,0.0,1580.5355689525604,8.720218071053219e-08,0.0,951.0
69,48.0,0.0,1784.66588306427,1.5131271532527124e-07,0.0,952.0
70,48.0,0.0,1665.093383550644,8.450255253642384e-08,0.0,952.0
71,49.0,0.0,1769.9245808124542,9.593595200937629e-08,0.0,951.0
72,50.0,0.0,1780.748652935028,1.7132514756291857e-07,0.0,950.0
73,48.0,0.0,1730.593014717102,1.6429059308101654e-07,0.0,952.0
74,49.0,0.0,1787.6597526073456,1.283752424828104e-07,0.0,951.0
75,49.0,0.0,1763.833348274231,1.0991033825618471e-07,0.0,951.0
76,48.0,0.0,1736.9695093631744,1.1111526279629954e-07,0.0,952.0
77,49.0,0.0,1761.679809331894,9.871071158166375e-08,0.0,951.0
78,47.0,0.0,1627.0046818256378,5.9360034895472314e-08,0.0,953.0
79,49.0,0.0,1643.6244943141937,1.639954669830204e-07,0.0,951.0
80,47.0,0.0,1649.2764184474945,1.6689810798040856e-07,0.0,953.0
81,48.0,0.0,1727.2452263832092,1.0477854759588672e-07,0.0,952.0
82,50.0,0.0,1729.1635689735413,7.661524824800823e-08,0.0,950.0
83,48.0,0.0,1676.5556275844574,1.7818023677641479e-07,0.0,952.0
84,49.0,0.0,1480.1709532737732,8.677127995135065e-08,0.0,951.0
85,49.0,0.0,1138.6937758922577,1.3844781736853972e-07,0.0,951.0
86,48.0,0.0,1413.818828344345,1.55172852930962e-07,0.0,952.0
87,47.0,0.0,1111.6190576553345,9.618213541382233e-08,0.0,953.0
88,47.0,0.0,1445.2994685173035,1.1352658414693689e-07,0.0,953.0
89,50.0,0.0,1768.5429587364197,1.0457937657841676e-07,0.0,950.0
90,46.0,0.0,1778.8486762046814,9.047623739046073e-08,0.0,954.0
91,48.0,0.0,1651.9742178916931,1.7653687742686862e-07,0.0,952.0
92,47.0,0.0,1796.1148991584778,1.757442800601892e-07,0.0,953.0
93,47.0,0.0,1790.259084224701,8.417293419076592e-08,0.0,953.0
94,50.0,0.0,1075.147131204605,8.826652315765779e-08,0.0,950.0
95,49.0,0.0,1340.1682269573212,8.687384455814633e-08,0.0,951.0
96,47.0,0.0,1631.9716227054596,1.7457582085297684e-07,0.0,953.0
97,45.0,0.0,1767.7061612606049,7.836826525404293e-08,0.0,955.0
98,48.0,0.0,1759.1935636997223,9.248994069733935e-08,0.0,952.0
99,50.0,0.0,1784.949550151825,1.6126868605990284e-07,0.0,950.0
