,number_minimizers_per_func_metod,number_extra_descents_per_func_metod,time_metod,min_func_val_metod,total_times_minimizer_missed,total_no_times_inequals_sat
0,46.0,0.0,1222.1363871097565,1.7396247624373e-07,0.0,954.0
1,48.0,0.0,1468.9137198925018,9.356897113458912e-08,0.0,952.0
2,50.0,0.0,1677.370487689972,1.5074973046616307e-07,0.0,950.0
3,48.0,0.0,1366.2529895305634,7.3652274251463e-08,0.0,952.0
4,48.0,0.0,1666.4874622821808,1.4201511618389254e-07,0.0,952.0
5,46.0,0.0,1738.0810124874115,1.4528349159342122e-07,0.0,954.0
6,49.0,0.0,1729.311115026474,1.2561306040132072e-07,0.0,951.0
7,49.0,0.0,1703.5444569587708,1.0922405075157559e-07,0.0,951.0
8,49.0,0.0,1706.4556229114532,7.299915149894011e-08,0.0,951.0
9,49.0,0.0,1645.966463804245,6.655607338918185e-08,0.0,951.0
10,49.0,0.0,1671.8460173606873,1.2971108803720835e-07,0.0,951.0
11,49.0,0.0,1732.7670476436615,9.244893182165986e-08,0.0,951.0
12,49.0,0.0,1760.267033815384,7.073546265769265e-08,0.0,951.0
13,46.0,0.0,1773.5251715183258,1.0299114764754904e-07,0.0,954.0
14,50.0,0.0,1708.1931171417236,8.006140865546605e-08,0.0,950.0
15,50.0,0.0,1765.921596288681,1.3846918848032347e-07,0.0,950.0
16,48.0,0.0,1767.7236573696136,1.234422988216761e-07,0.0,952.0
17,45.0,0.0,1697.2708654403687,1.1366292419547298e-07,0.0,955.0
18,49.0,0.0,1751.5352730751038,7.618593338357076e-08,0.0,951.0
19,50.0,0.0,1672.2742538452148,1.1749798469311817e-07,0.0,950.0
20,47.0,0.0,1664.6452178955078,1.7034183029275113e-07,0.0,953.0
21,50.0,0.0,1603.059297800064,1.5711697674266103e-07,0.0,950.0
22,49.0,0.0,1643.3114433288574,1.08908958360613e-07,0.0,951.0
23,48.0,0.0,1643.9322361946106,1.2910555213372756e-07,0.0,952.0
24,48.0,0.0,1665.144076347351,1.1550939249294043e-07,0.0,952.0
25,47.0,0.0,1620.1034214496613,7.818998167150574e-08,0.0,953.0
26,48.0,0.0,1639.1610012054443,8.69725549278651e-08,0.0,952.0
27,49.0,0.0,1634.4568302631378,7.610654747937959e-08,0.0,951.0
28,48.0,0.0,1626.0752639770508,1.222027814092876e-07,0.0,952.0
29,46.0,0.0,1630.4151465892792,1.6819838594915127e-07,0.0,954.0
30,49.0,0.0,1405.2498536109924,1.7132979455528588e-07,0.0,951.0
31,47.0,0.0,1412.711142539978,1.0315477082558787e-07,0.0,953.0
32,49.0,0.0,1642.4012722969055,7.277713956279115e-08,0.0,951.0
33,50.0,0.0,1595.572778224945,1.1235066469245054e-07,0.0,950.0
34,49.0,0.0,1654.06218624115,1.256217963189723e-07,0.0,951.0
35,45.0,0.0,1606.9115943908691,1.63060009390562e-07,0.0,955.0
36,49.0,0.0,1119.4962780475616,8.254488758891812e-08,0.0,951.0
37,50.0,0.0,1171.7759881019592,1.122388076770396e-07,0.0,950.0
