,number_minimizers_per_func_metod,number_extra_descents_per_func_metod,time_metod,min_func_val_metod,total_times_minimizer_missed,total_no_times_inequals_sat
35,10.0,10.0,290.4607210159302,-0.681504427002153,0.0,980.0
36,10.0,6.0,297.6586871147156,-0.6704795161578881,0.0,984.0
37,10.0,5.0,292.71687388420105,-0.6834285812219874,0.0,985.0
38,10.0,1.0,291.5925920009613,-0.6210150552983489,0.0,989.0
39,10.0,2.0,284.4306149482727,-0.6766290049988283,0.0,988.0
40,10.0,3.0,290.1221351623535,-0.6525177900716659,0.0,987.0
41,10.0,3.0,287.62779808044434,-0.641711371829621,0.0,987.0
42,10.0,4.0,288.1628050804138,-0.6687518333355308,0.0,986.0
43,10.0,9.0,346.5852530002594,-0.6473144394585959,0.0,981.0
44,10.0,1.0,298.0445930957794,-0.6876500972465949,0.0,989.0
45,10.0,9.0,284.0748608112335,-0.6672209347275379,0.0,981.0
46,10.0,8.0,290.32937717437744,-0.6893660904307609,0.0,982.0
47,10.0,6.0,286.3319170475006,-0.6862628988806769,0.0,984.0
48,10.0,7.0,290.3083188533783,-0.6863669880466597,0.0,983.0
49,10.0,5.0,290.12706303596497,-0.6319519818238719,0.0,985.0
50,10.0,7.0,287.14436888694763,-0.6850516926700926,0.0,983.0
51,10.0,8.0,284.4636926651001,-0.6593965994210466,0.0,982.0
52,10.0,6.0,288.8932809829712,-0.6940057037748796,0.0,984.0
53,10.0,3.0,287.38126516342163,-0.6637272302421569,0.0,987.0
54,10.0,7.0,290.0734212398529,-0.699516413351683,0.0,983.0
55,10.0,4.0,309.76068663597107,-0.6555416372349631,0.0,986.0
56,10.0,8.0,328.42971420288086,-0.640235645631433,0.0,982.0
57,10.0,9.0,290.84236693382263,-0.6540143207421093,0.0,981.0
58,10.0,5.0,285.16046380996704,-0.6891015462369047,0.0,985.0
59,10.0,2.0,289.0115809440613,-0.5883186178996292,0.0,988.0
60,10.0,11.0,281.93821573257446,-0.6643701856523688,0.0,979.0
61,10.0,7.0,291.70364594459534,-0.6784205298641887,0.0,983.0
62,10.0,1.0,287.9334809780121,-0.6705314453147505,0.0,989.0
63,10.0,1.0,285.2587788105011,-0.6603857960876859,0.0,989.0
64,10.0,15.0,294.54785203933716,-0.6802194161055478,0.0,975.0
65,10.0,9.0,290.1008241176605,-0.665507225894827,0.0,981.0
66,10.0,9.0,288.40007281303406,-0.6670263403273865,0.0,981.0
67,10.0,5.0,288.0766761302948,-0.6766309063100466,2.0,985.0
68,10.0,2.0,344.8052091598511,-0.69874094300247,0.0,988.0
69,10.0,4.0,288.92373728752136,-0.6890269961662202,0.0,986.0
70,10.0,2.0,285.57142996788025,-0.6789575122216881,0.0,988.0
71,10.0,4.0,289.24225997924805,-0.6899154433158321,0.0,986.0
72,10.0,4.0,285.8836462497711,-0.6988820836436015,0.0,986.0
73,10.0,6.0,289.01334404945374,-0.6729392785302996,0.0,984.0
74,10.0,5.0,284.19724106788635,-0.6847433314349797,1.0,985.0
75,10.0,5.0,286.64719009399414,-0.6630985161058393,0.0,985.0
76,10.0,3.0,286.15604996681213,-0.6634010390907857,1.0,987.0
77,10.0,7.0,285.4239659309387,-0.6938203386384322,0.0,983.0
78,10.0,4.0,286.4534041881561,-0.5910022182295446,0.0,986.0
79,10.0,11.0,286.07680106163025,-0.6786563764997628,0.0,979.0
80,10.0,1.0,325.8653230667114,-0.6799137272328181,0.0,989.0
81,10.0,6.0,313.48990416526794,-0.6056877697957708,0.0,984.0
82,10.0,7.0,295.87188386917114,-0.6083857277421351,0.0,983.0
83,10.0,6.0,295.022971868515,-0.6998727034186897,0.0,984.0
84,10.0,5.0,296.3251497745514,-0.6961062373196513,0.0,985.0
85,10.0,2.0,293.9060800075531,-0.6454427751448067,0.0,988.0
86,10.0,7.0,293.87720012664795,-0.6037744864662141,0.0,983.0
87,10.0,3.0,300.0353629589081,-0.6974255914368448,0.0,987.0
88,10.0,3.0,292.0451669692993,-0.6959249532683877,0.0,987.0
89,10.0,11.0,292.40958309173584,-0.6982694768100802,0.0,979.0
90,10.0,13.0,293.30420899391174,-0.663069178935058,0.0,977.0
91,10.0,2.0,295.60656905174255,-0.6674971993029374,0.0,988.0
92,10.0,1.0,311.25243186950684,-0.6244055024946848,1.0,989.0
93,10.0,3.0,337.0643563270569,-0.6933498720336769,0.0,987.0
94,10.0,1.0,292.58569502830505,-0.5868737156657747,0.0,989.0
95,10.0,0.0,295.71898102760315,-0.6700362871923662,0.0,990.0
96,10.0,7.0,297.37972688674927,-0.6483766193390684,0.0,983.0
97,10.0,1.0,510.8929932117462,-0.677820153543736,0.0,989.0
98,10.0,1.0,387.06575989723206,-0.6292229703515082,0.0,989.0
99,10.0,23.0,387.79789996147156,-0.650284560573903,0.0,967.0
