,number_minimizers_per_func_metod,number_extra_descents_per_func_metod,time_metod,min_func_val_metod,total_times_minimizer_missed,total_no_times_inequals_sat
0,10.0,4.0,361.1354811191559,-0.6631037420569116,0.0,986.0
1,10.0,12.0,354.0674159526825,-0.691976375108312,1.0,978.0
2,9.0,2.0,420.6756842136383,-0.6499803992564313,0.0,989.0
3,10.0,5.0,365.53890681266785,-0.6339067146364613,4.0,985.0
4,10.0,3.0,352.3138339519501,-0.6761246704468099,0.0,987.0
5,10.0,2.0,356.5039520263672,-0.6837771802691404,2.0,988.0
6,10.0,5.0,362.36037492752075,-0.6822906889836784,0.0,985.0
7,10.0,6.0,358.9125211238861,-0.6273827959645764,1.0,984.0
8,10.0,10.0,365.24830198287964,-0.6982390692332886,1.0,980.0
9,10.0,5.0,355.52110290527344,-0.7340632982566774,3.0,985.0
10,10.0,2.0,361.2409391403198,-0.6713651461449429,0.0,988.0
11,10.0,3.0,362.29281401634216,-0.6582500175054149,0.0,987.0
12,10.0,5.0,429.59420108795166,-0.6981375907148272,0.0,985.0
13,10.0,13.0,366.89409613609314,-0.6930683132177683,0.0,977.0
14,10.0,2.0,359.36384105682373,-0.6340216157682991,0.0,988.0
15,10.0,5.0,364.31600999832153,-0.686434633835228,1.0,985.0
16,10.0,4.0,365.26106786727905,-0.6510562814390097,0.0,986.0
17,10.0,5.0,370.65625286102295,-0.6873822516326678,0.0,985.0
18,10.0,1.0,372.562304019928,-0.6773859926323927,0.0,989.0
19,10.0,5.0,362.7548727989197,-0.5796767171017563,1.0,985.0
20,10.0,14.0,377.1842532157898,-0.6810552627889911,0.0,976.0
21,10.0,3.0,368.4226198196411,-0.6927850717617922,0.0,987.0
22,10.0,7.0,437.081405878067,-0.6746552898941098,0.0,983.0
23,10.0,12.0,382.13334226608276,-0.6448163677563289,0.0,978.0
24,10.0,0.0,374.4941608905792,-0.6759105683623595,0.0,990.0
25,10.0,17.0,373.68277406692505,-0.687402171537763,0.0,973.0
26,10.0,3.0,369.4189541339874,-0.6208156907869974,0.0,987.0
27,10.0,14.0,379.06266927719116,-0.7019162770870706,0.0,976.0
28,10.0,6.0,376.92451572418213,-0.6888548778006879,0.0,984.0
29,10.0,6.0,372.7901351451874,-0.6563843789428128,0.0,984.0
30,10.0,6.0,381.1632339954376,-0.6950065719721656,0.0,984.0
31,10.0,7.0,394.2412586212158,-0.6988209387624722,0.0,983.0
32,10.0,8.0,416.4995148181915,-0.6638723774720123,0.0,982.0
33,10.0,5.0,383.14901781082153,-0.6905616930465355,0.0,985.0
34,10.0,4.0,314.3237249851227,-0.668546512496314,1.0,986.0
