,number_minimizers_per_func_metod,number_extra_descents_per_func_metod,time_metod,min_func_val_metod,total_times_minimizer_missed,total_no_times_inequals_sat
0,48.0,0.0,580.283563375473,7.238489233223392e-08,0.0,952.0
1,50.0,0.0,626.8503229618073,7.803587095610604e-08,0.0,950.0
2,50.0,0.0,508.4618306159973,1.3133591640695319e-07,0.0,950.0
3,47.0,0.0,577.3571963310242,1.4650463310596405e-07,0.0,953.0
4,49.0,0.0,625.6637609004974,1.7183694625715404e-07,0.0,951.0
5,50.0,0.0,551.3225295543671,7.621351941858735e-08,0.0,950.0
6,50.0,0.0,609.7314548492432,1.4995369814258723e-07,0.0,950.0
7,48.0,0.0,498.42795181274414,1.0512768603559559e-07,0.0,952.0
8,49.0,0.0,629.8916957378387,1.50467942308054e-07,0.0,951.0
9,49.0,0.0,649.0184156894684,5.552866785980148e-08,0.0,951.0
10,48.0,0.0,557.9430611133575,9.969566607398711e-08,0.0,952.0
11,50.0,0.0,610.9844143390656,1.158213670149483e-07,0.0,950.0
12,49.0,0.0,605.8797953128815,7.029483544227001e-08,0.0,951.0
13,49.0,0.0,533.1654119491577,1.5938114529322598e-07,0.0,951.0
14,48.0,0.0,622.2174677848816,1.1399574125426012e-07,0.0,952.0
15,49.0,0.0,653.2372884750366,1.1103650823676959e-07,0.0,951.0
16,50.0,0.0,576.0469961166382,1.2404284358585593e-07,0.0,950.0
17,49.0,0.0,444.64315724372864,8.62956424726025e-08,0.0,951.0
18,50.0,0.0,273.62237548828125,9.635587500770755e-08,0.0,950.0
19,50.0,0.0,279.2485797405243,1.1861407407605892e-07,0.0,950.0
20,45.0,0.0,279.09673380851746,1.4843395790920492e-07,0.0,955.0
21,47.0,0.0,277.224999666214,1.4239520712623465e-07,0.0,953.0
22,46.0,0.0,276.7280340194702,1.1061915757525003e-07,0.0,954.0
23,48.0,0.0,319.1780369281769,8.154578034437615e-08,0.0,952.0
24,50.0,0.0,282.8242361545563,1.75493527138814e-07,0.0,950.0
25,50.0,0.0,285.459513425827,1.1599136852245763e-07,0.0,950.0
26,47.0,0.0,278.832927942276,1.3007007463097292e-07,0.0,953.0
27,49.0,0.0,285.81219720840454,1.8273995756029425e-07,0.0,951.0
28,49.0,0.0,243.41539788246155,1.2184945174939577e-07,0.0,951.0
29,49.0,0.0,281.1982250213623,1.0299149245031753e-07,0.0,951.0
30,48.0,0.0,294.06785464286804,7.546781956878169e-08,0.0,952.0
31,50.0,0.0,280.7724528312683,8.476418778576927e-08,0.0,950.0
32,50.0,0.0,296.02832889556885,8.437396671358035e-08,0.0,950.0
33,46.0,0.0,292.86480689048767,1.0594382221854964e-07,0.0,954.0
34,48.0,0.0,287.77643275260925,1.4829987977815293e-07,0.0,952.0
35,48.0,0.0,313.2463574409485,1.2594086625281664e-07,0.0,952.0
36,50.0,0.0,291.338445186615,1.6224399417671612e-07,0.0,950.0
37,49.0,0.0,293.6883809566498,1.6416451378363094e-07,0.0,951.0
38,48.0,0.0,292.8757555484772,1.6490896752239473e-07,0.0,952.0
39,49.0,0.0,302.478063583374,9.525625074440073e-08,0.0,951.0
40,49.0,0.0,309.2834815979004,5.932547226415126e-08,0.0,951.0
41,50.0,0.0,251.42332792282104,9.902831079585984e-08,0.0,950.0
42,49.0,0.0,297.1864984035492,1.2222439770042677e-07,0.0,951.0
43,50.0,0.0,298.69589948654175,1.691301351277914e-07,0.0,950.0
44,50.0,0.0,261.3292589187622,1.4362572953738278e-07,0.0,950.0
45,48.0,0.0,293.9213054180145,8.708291772997284e-08,0.0,952.0
46,49.0,0.0,285.5835461616516,1.6301327588402287e-07,0.0,951.0
47,50.0,0.0,265.98709440231323,1.0570500579930584e-07,0.0,950.0
48,50.0,0.0,276.71825885772705,7.78049909694222e-08,0.0,950.0
49,48.0,0.0,277.5918176174164,4.956392423857303e-08,0.0,952.0
50,49.0,0.0,281.0281889438629,1.5891723081814654e-07,0.0,951.0
51,48.0,0.0,280.7250759601593,1.0240127469272633e-07,0.0,952.0
52,48.0,0.0,310.6525146961212,1.30237946700038e-07,0.0,952.0
53,50.0,0.0,309.9675977230072,1.449541204127055e-07,0.0,950.0
54,48.0,0.0,254.85483765602112,1.2718180392139453e-07,0.0,952.0
55,47.0,0.0,298.6685380935669,1.3568438693923638e-07,0.0,953.0
56,48.0,0.0,295.1567311286926,9.838075712632609e-08,0.0,952.0
57,49.0,0.0,268.5141544342041,1.3954066593952187e-07,0.0,951.0
58,47.0,0.0,307.0602009296417,1.3058428291205505e-07,0.0,953.0
59,47.0,0.0,294.7690908908844,1.7418233387458945e-07,0.0,953.0
60,50.0,0.0,296.15261006355286,1.7188658405228865e-07,0.0,950.0
61,48.0,0.0,301.1309030056,1.4418522211636242e-07,0.0,952.0
62,50.0,0.0,298.3795919418335,1.311288417268035e-07,0.0,950.0
63,48.0,0.0,291.5972595214844,9.26338290429751e-08,0.0,952.0
64,49.0,0.0,299.16660261154175,1.1457149265722391e-07,0.0,951.0
65,47.0,0.0,293.3017780780792,8.688925768532881e-08,0.0,953.0
66,49.0,0.0,317.18096804618835,6.162185256363272e-08,0.0,951.0
67,48.0,0.0,243.1929771900177,1.5809170260894362e-07,0.0,952.0
68,49.0,0.0,299.93773007392883,1.1506626809970155e-07,0.0,951.0
69,49.0,0.0,295.42155742645264,1.0474915009537538e-07,0.0,951.0
70,47.0,0.0,260.9697070121765,7.342376299063138e-08,0.0,953.0
71,50.0,0.0,296.0745816230774,7.356087061981157e-08,0.0,950.0
72,49.0,0.0,297.47250723838806,1.782431548881168e-07,0.0,951.0
73,46.0,0.0,292.4983639717102,9.245809802618481e-08,0.0,954.0
74,49.0,0.0,296.920654296875,1.1011268899189106e-07,0.0,951.0
75,49.0,0.0,295.0956931114197,1.1587624630703405e-07,0.0,951.0
76,50.0,0.0,296.8333468437195,1.637256085713541e-07,0.0,950.0
77,48.0,0.0,305.96817779541016,7.269497084351175e-08,0.0,952.0
78,49.0,0.0,313.7873978614807,7.982531620394764e-08,0.0,951.0
79,50.0,0.0,297.72960662841797,9.645318961256427e-08,0.0,950.0
80,50.0,0.0,238.56766557693481,9.715033902833085e-08,0.0,950.0
81,48.0,0.0,295.8964786529541,1.7138870784372954e-07,0.0,952.0
82,49.0,0.0,295.30951404571533,8.805702558669976e-08,0.0,951.0
83,49.0,0.0,264.8594708442688,1.4141340731656148e-07,0.0,951.0
84,50.0,0.0,297.1532733440399,1.5923945298585727e-07,0.0,950.0
85,50.0,0.0,296.4054551124573,1.0376367799149014e-07,0.0,950.0
86,50.0,0.0,295.38918924331665,6.786976522026756e-08,0.0,950.0
87,50.0,0.0,294.52741050720215,1.303459227566231e-07,0.0,950.0
88,45.0,0.0,291.2225842475891,1.0661155328420214e-07,0.0,955.0
89,50.0,0.0,295.4876239299774,1.6589812718350265e-07,0.0,950.0
90,46.0,0.0,297.4273498058319,1.5868670202469943e-07,0.0,954.0
91,49.0,0.0,302.44166588783264,1.7381496693569155e-07,0.0,951.0
92,50.0,0.0,314.76093554496765,1.1227846407529743e-07,0.0,950.0
93,49.0,0.0,249.05799865722656,1.6883526433141942e-07,0.0,951.0
94,50.0,0.0,296.2184205055237,8.565159699706879e-08,0.0,950.0
95,50.0,0.0,297.3537151813507,1.5580956064784426e-07,0.0,950.0
96,49.0,0.0,275.59224462509155,1.6468538101246017e-07,0.0,951.0
97,50.0,0.0,295.85945200920105,1.0472964961478605e-07,0.0,950.0
98,49.0,0.0,316.95802903175354,1.7307958701797054e-07,0.0,951.0
99,49.0,0.0,285.74739170074463,1.767011507777975e-07,0.0,951.0
