2.147270000000000000e+05,2.147280000000000000e+05,2.146840000000000000e+05,2.146830000000000000e+05,2.143830000000000000e+05,2.143790000000000000e+05,2.140910000000000000e+05,2.140880000000000000e+05,2.138220000000000000e+05,2.138120000000000000e+05,2.135170000000000000e+05,2.135120000000000000e+05,2.133790000000000000e+05,2.133710000000000000e+05
2.147280000000000000e+05,2.147290000000000000e+05,2.147000000000000000e+05,2.146990000000000000e+05,2.145450000000000000e+05,2.145420000000000000e+05,2.143770000000000000e+05,2.143740000000000000e+05,2.141080000000000000e+05,2.140960000000000000e+05,2.138040000000000000e+05,2.137990000000000000e+05,2.136680000000000000e+05,2.136610000000000000e+05
2.146440000000000000e+05,2.146940000000000000e+05,2.147340000000000000e+05,2.147340000000000000e+05,2.147320000000000000e+05,2.147310000000000000e+05,2.146740000000000000e+05,2.146740000000000000e+05,2.146080000000000000e+05,2.146060000000000000e+05,2.145470000000000000e+05,2.145460000000000000e+05,2.144640000000000000e+05,2.144630000000000000e+05
2.146430000000000000e+05,2.146890000000000000e+05,2.147340000000000000e+05,2.147340000000000000e+05,2.147320000000000000e+05,2.147310000000000000e+05,2.146830000000000000e+05,2.146830000000000000e+05,2.146390000000000000e+05,2.146370000000000000e+05,2.146200000000000000e+05,2.146190000000000000e+05,2.145840000000000000e+05,2.145810000000000000e+05
2.143620000000000000e+05,2.144730000000000000e+05,2.147310000000000000e+05,2.147310000000000000e+05,2.147330000000000000e+05,2.147340000000000000e+05,2.147280000000000000e+05,2.147270000000000000e+05,2.146740000000000000e+05,2.146730000000000000e+05,2.146340000000000000e+05,2.146330000000000000e+05,2.145930000000000000e+05,2.145900000000000000e+05
2.143590000000000000e+05,2.144630000000000000e+05,2.147310000000000000e+05,2.147310000000000000e+05,2.147330000000000000e+05,2.147340000000000000e+05,2.147280000000000000e+05,2.147270000000000000e+05,2.146860000000000000e+05,2.146860000000000000e+05,2.146570000000000000e+05,2.146560000000000000e+05,2.146350000000000000e+05,2.146340000000000000e+05
2.141050000000000000e+05,2.142550000000000000e+05,2.146790000000000000e+05,2.146890000000000000e+05,2.147270000000000000e+05,2.147290000000000000e+05,2.147300000000000000e+05,2.147310000000000000e+05,2.147240000000000000e+05,2.147240000000000000e+05,2.146870000000000000e+05,2.146870000000000000e+05,2.146480000000000000e+05,2.146470000000000000e+05
2.140960000000000000e+05,2.142460000000000000e+05,2.146780000000000000e+05,2.146880000000000000e+05,2.147270000000000000e+05,2.147290000000000000e+05,2.147310000000000000e+05,2.147330000000000000e+05,2.147270000000000000e+05,2.147270000000000000e+05,2.147040000000000000e+05,2.147040000000000000e+05,2.146770000000000000e+05,2.146720000000000000e+05
2.138970000000000000e+05,2.140340000000000000e+05,2.145770000000000000e+05,2.146200000000000000e+05,2.146770000000000000e+05,2.146970000000000000e+05,2.147180000000000000e+05,2.147280000000000000e+05,2.147260000000000000e+05,2.147270000000000000e+05,2.147180000000000000e+05,2.147190000000000000e+05,2.146950000000000000e+05,2.146900000000000000e+05
2.138800000000000000e+05,2.140200000000000000e+05,2.145740000000000000e+05,2.146180000000000000e+05,2.146730000000000000e+05,2.146970000000000000e+05,2.147170000000000000e+05,2.147280000000000000e+05,2.147280000000000000e+05,2.147290000000000000e+05,2.147240000000000000e+05,2.147250000000000000e+05,2.147080000000000000e+05,2.147050000000000000e+05
2.136280000000000000e+05,2.137870000000000000e+05,2.145080000000000000e+05,2.145810000000000000e+05,2.145870000000000000e+05,2.146550000000000000e+05,2.146850000000000000e+05,2.147080000000000000e+05,2.147170000000000000e+05,2.147240000000000000e+05,2.147200000000000000e+05,2.147210000000000000e+05,2.147070000000000000e+05,2.147060000000000000e+05
2.136200000000000000e+05,2.137800000000000000e+05,2.145080000000000000e+05,2.145810000000000000e+05,2.145810000000000000e+05,2.146530000000000000e+05,2.146850000000000000e+05,2.147070000000000000e+05,2.147150000000000000e+05,2.147240000000000000e+05,2.147230000000000000e+05,2.147240000000000000e+05,2.147100000000000000e+05,2.147120000000000000e+05
2.134850000000000000e+05,2.136500000000000000e+05,2.144230000000000000e+05,2.145180000000000000e+05,2.144560000000000000e+05,2.145820000000000000e+05,2.146320000000000000e+05,2.146680000000000000e+05,2.146890000000000000e+05,2.147080000000000000e+05,2.147060000000000000e+05,2.147140000000000000e+05,2.147020000000000000e+05,2.147030000000000000e+05
2.134710000000000000e+05,2.136400000000000000e+05,2.144220000000000000e+05,2.145150000000000000e+05,2.144510000000000000e+05,2.145820000000000000e+05,2.146310000000000000e+05,2.146640000000000000e+05,2.146850000000000000e+05,2.147080000000000000e+05,2.147040000000000000e+05,2.147160000000000000e+05,2.147060000000000000e+05,2.147080000000000000e+05
