,number_minimizers_per_func_metod,number_extra_descents_per_func_metod,number_minimizers_per_func_multistart,time_metod,time_multistart,min_func_val_metod,min_func_val_multistart
0,32.0,309.0,32.0,17.8001708984375,16.376346349716187,1.1602622981013953e-10,1.1602622981013953e-10
1,32.0,277.0,32.0,15.471002340316772,16.484233856201172,1.0449929851741874e-10,1.0449929851741874e-10
2,32.0,283.0,32.0,16.2654869556427,16.78550124168396,1.580286246106082e-10,1.580286246106082e-10
3,32.0,271.0,32.0,15.166357517242432,16.316773891448975,1.4255702015231151e-10,1.4255702015231151e-10
4,32.0,283.0,32.0,16.496402263641357,16.847543478012085,1.2167452456979396e-10,1.2167452456979396e-10
5,32.0,276.0,32.0,15.952969551086426,16.611183881759644,1.4905739181628075e-10,1.4905739181628075e-10
6,32.0,268.0,32.0,15.202961683273315,16.54721212387085,1.0177510867610087e-10,1.0177510867610087e-10
7,32.0,290.0,32.0,17.169321060180664,16.68739128112793,9.345199359164405e-11,1.3844191079778729e-10
8,32.0,284.0,32.0,16.266927003860474,16.732265949249268,1.1566058302589362e-10,8.852044182926138e-11
9,32.0,263.0,32.0,15.139462232589722,16.455461502075195,1.5315546859539182e-10,1.3622592182377001e-10
10,32.0,281.0,32.0,15.890016078948975,16.54669713973999,1.0760880863138426e-10,1.0760880863138426e-10
11,32.0,281.0,32.0,16.15755558013916,16.488624095916748,5.760694036447662e-11,5.760694036447662e-11
12,32.0,271.0,32.0,15.605792760848999,16.717143535614014,9.93960518777493e-11,9.93960518777493e-11
13,32.0,247.0,32.0,13.671671152114868,16.111706972122192,1.1173597732155176e-10,1.1173597732155176e-10
14,32.0,277.0,32.0,15.892405033111572,16.63899326324463,1.5163426031267112e-10,1.5163426031267112e-10
15,32.0,281.0,32.0,16.07943892478943,16.593607664108276,4.0550890373144924e-11,4.0550890373144924e-11
16,32.0,280.0,32.0,15.847497463226318,16.41390299797058,1.273324383830077e-10,1.273324383830077e-10
17,32.0,292.0,32.0,16.76840829849243,16.775264978408813,6.00586789769024e-11,6.00586789769024e-11
18,32.0,279.0,32.0,16.04575824737549,16.62485909461975,9.141183983038568e-11,1.0741180202902354e-10
19,32.0,279.0,32.0,16.05747699737549,16.816267490386963,1.7273159047267003e-10,1.4996425450630255e-10
20,32.0,271.0,32.0,15.356280088424683,16.37827467918396,1.6544737904179938e-10,1.6544737904179938e-10
21,32.0,277.0,32.0,15.562333345413208,16.1692955493927,5.876488882878898e-11,5.876488882878898e-11
22,32.0,280.0,32.0,16.161470651626587,16.728341579437256,1.4187178987631598e-10,1.4187178987631598e-10
23,32.0,281.0,32.0,15.92612910270691,16.562350511550903,1.2799791031561985e-10,1.2799791031561985e-10
24,32.0,276.0,32.0,15.829463958740234,16.419779777526855,1.3010783156944145e-10,1.0831617705189428e-10
25,32.0,270.0,32.0,15.421214580535889,16.64194941520691,1.5443306256186913e-10,1.341314895490432e-10
26,32.0,265.0,32.0,14.95294737815857,16.538432121276855,1.4098715682568994e-10,1.2274436339301954e-10
27,32.0,294.0,32.0,16.52574133872986,16.220539093017578,7.38221470003541e-11,7.38221470003541e-11
28,32.0,265.0,32.0,14.965647220611572,16.437344551086426,2.9827117456018525e-11,2.9827117456018525e-11
29,32.0,288.0,32.0,16.74155902862549,16.697591543197632,1.61379417360692e-10,1.61379417360692e-10
30,32.0,260.0,32.0,14.953924894332886,16.41391372680664,4.578196908213629e-11,4.578196908213629e-11
31,32.0,242.0,32.0,13.218538999557495,16.528661489486694,1.4826136790672487e-10,1.4826136790672487e-10
32,32.0,278.0,32.0,15.684408903121948,16.549158334732056,1.268022852824494e-10,1.268022852824494e-10
33,32.0,272.0,32.0,14.986168622970581,16.37485361099243,1.4109114218301381e-10,1.4109114218301381e-10
34,32.0,279.0,32.0,16.167333126068115,16.626327991485596,4.1106595901944395e-11,1.3627150587546203e-10
35,32.0,281.0,32.0,15.920769929885864,16.50326132774353,9.863409811393047e-11,9.863409811393047e-11
36,32.0,279.0,32.0,15.827974081039429,16.439817667007446,7.51365944150132e-11,7.51365944150132e-11
37,32.0,279.0,32.0,15.688808917999268,16.496435403823853,1.0769491477536357e-10,1.0769491477536357e-10
38,32.0,272.0,32.0,15.393857717514038,16.214707612991333,4.949504975900493e-11,4.949504975900493e-11
39,32.0,273.0,32.0,15.640496730804443,16.68929624557495,1.0880645110435877e-10,1.0880645110435877e-10
40,32.0,276.0,32.0,15.968104839324951,16.769399642944336,1.110055384042102e-10,1.110055384042102e-10
41,32.0,275.0,32.0,15.216090679168701,16.54673957824707,1.039206384368198e-10,1.039206384368198e-10
42,32.0,285.0,32.0,16.360692262649536,16.657599210739136,1.631710014554303e-11,4.1135106645572054e-11
43,32.0,280.0,32.0,16.05990767478943,17.099011182785034,1.2514679146700678e-10,1.2514679146700678e-10
44,32.0,282.0,32.0,16.549185752868652,16.468565464019775,4.7408135970474917e-11,4.7408135970474917e-11
45,32.0,267.0,32.0,15.077471017837524,16.548683643341064,6.023539645941408e-11,6.023539645941408e-11
46,32.0,266.0,32.0,15.415824890136719,16.60973286628723,1.3606305732593818e-10,1.3724730922198987e-10
47,32.0,288.0,32.0,16.156097412109375,16.42026448249817,4.2172431742217954e-11,4.2172431742217954e-11
