9.994830813937243263e-01,9.995855337301032817e-01,9.985330688200284577e-01,9.985097841981241951e-01,9.932008904039416608e-01,9.931310365382286509e-01,9.863645254128363682e-01,9.863132992446468350e-01,9.813816163253140656e-01,9.812791639889351103e-01,9.779680907541423718e-01
9.995995045032458615e-01,9.997019568396248168e-01,9.992409213259194622e-01,9.992362644015386763e-01,9.956783741745601768e-01,9.956271480063706436e-01,9.907653189527508841e-01,9.906954650870378742e-01,9.868069332290182460e-01,9.867231085901627674e-01,9.839103262641221148e-01
9.985097841981241951e-01,9.993107751916324721e-01,9.999953430756191031e-01,9.999953430756191031e-01,9.999441169074296809e-01,9.999441169074296809e-01,9.995156798643903828e-01,9.995063660156285890e-01,9.988450827535462206e-01,9.988311119804036409e-01,9.982443395084150684e-01
9.984818426518390355e-01,9.992688628722047328e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.999674015293339435e-01,9.999674015293339435e-01,9.996507306714353946e-01,9.996460737470544977e-01,9.993899429061070538e-01,9.993713152085836882e-01,9.990499874263041313e-01
9.940391367924967803e-01,9.955572941406577447e-01,9.999580876805722607e-01,9.999720584537148405e-01,9.999906861512383172e-01,9.999906861512383172e-01,9.999441169074296809e-01,9.999441169074296809e-01,9.996507306714353946e-01,9.996414168226736008e-01,9.994504829230582699e-01
9.938947721366900856e-01,9.953943017873275734e-01,9.999580876805722607e-01,9.999720584537148405e-01,9.999953430756191031e-01,9.999953430756191031e-01,9.999534307561913637e-01,9.999487738318104668e-01,9.997438691590525561e-01,9.997345553102908733e-01,9.995995045032458615e-01
9.872772825914852834e-01,9.905091881118034403e-01,9.995156798643903828e-01,9.997019568396248168e-01,9.999534307561913637e-01,9.999674015293339435e-01,9.999813723024765233e-01,9.999813723024765233e-01,9.999394599830487840e-01,9.999348030586678870e-01,9.997159276127673966e-01
9.871189471625360090e-01,9.903648234559967456e-01,9.994923952424860092e-01,9.996879860664822370e-01,9.999487738318104668e-01,9.999674015293339435e-01,9.999860292268574202e-01,9.999906861512383172e-01,9.999627446049531576e-01,9.999580876805722607e-01,9.998230368735272489e-01
9.814328424935035988e-01,9.858382929577989007e-01,9.988171412072610611e-01,9.991896951577300401e-01,9.996181322007693382e-01,9.997764676297186126e-01,9.999115184367636244e-01,9.999580876805722607e-01,9.999534307561913637e-01,9.999627446049531576e-01,9.999208322855253073e-01
9.813257332327437465e-01,9.856939283019922060e-01,9.987938565853567985e-01,9.991664105358256665e-01,9.995808768057223848e-01,9.997718107053377157e-01,9.998975476636210447e-01,9.999487738318104668e-01,9.999674015293339435e-01,9.999767153780957374e-01,9.999441169074296809e-01
9.782288785194706016e-01,9.830767367999478923e-01,9.981931133402255352e-01,9.987007180977395260e-01,9.990360166531615516e-01,9.994737675449626435e-01,9.997205845371482935e-01,9.998323507222889317e-01,9.998882338148593618e-01,9.999534307561913637e-01,9.999208322855253073e-01
