,number_minimas_per_func_metod,number_extra_descents_per_func_metod,number_minimas_per_func_multistart,time_metod,time_multistart
0,11.0,0.0,46.0,99.43817663192749,3331.8818366527557
1,10.0,0.0,47.0,91.14011549949646,3381.250328063965
2,10.0,0.0,45.0,95.02915096282959,3385.7877957820892
3,11.0,0.0,46.0,95.1206431388855,3346.279783010483
4,12.0,0.0,46.0,99.01369833946228,3331.108499765396
5,10.0,0.0,46.0,94.44307136535645,3341.629724740982
6,13.0,0.0,47.0,110.42826414108276,3322.0348987579346
7,13.0,0.0,49.0,101.11289191246033,3407.831365585327
8,12.0,0.0,47.0,101.04017090797424,3308.567391395569
9,12.0,0.0,48.0,99.36780571937561,3344.4207639694214
10,9.0,0.0,46.0,95.06394124031067,3414.0449512004852
11,10.0,0.0,45.0,100.29434990882874,3365.301897764206
12,12.0,0.0,48.0,98.72751140594482,3385.9068262577057
13,10.0,0.0,47.0,91.9788658618927,3414.414315700531
14,11.0,0.0,49.0,98.76005125045776,3391.652088165283
15,11.0,0.0,47.0,101.87220811843872,3385.0500576496124
16,12.0,0.0,49.0,107.5262987613678,3357.9019203186035
17,10.0,0.0,49.0,92.3937029838562,3382.1723670959473
18,10.0,0.0,48.0,92.90185213088989,3383.1322073936462
19,9.0,0.0,41.0,93.56638813018799,3421.5704691410065
20,12.0,0.0,49.0,102.24459767341614,3384.275768995285
21,12.0,0.0,49.0,105.21453094482422,3404.332233428955
22,9.0,0.0,49.0,96.20201826095581,3415.1963064670563
23,10.0,0.0,46.0,97.36309480667114,3383.1336648464203
24,10.0,0.0,48.0,90.01698136329651,3462.692188978195
25,11.0,0.0,49.0,96.96822667121887,3408.8629002571106
26,7.0,0.0,49.0,81.02702522277832,3179.1480910778046
27,8.0,0.0,49.0,79.56474471092224,3238.477329969406
28,7.0,0.0,46.0,83.2027997970581,3224.3814857006073
29,9.0,0.0,47.0,87.17605233192444,3248.804015636444
30,10.0,0.0,49.0,90.11168885231018,3168.7199852466583
31,11.0,0.0,49.0,95.75459671020508,3211.409321308136
32,11.0,0.0,45.0,99.1629273891449,3415.243776321411
33,7.0,0.0,49.0,81.38587188720703,3400.6493711471558
34,11.0,0.0,50.0,98.678049325943,3393.5023186206818
35,9.0,0.0,50.0,96.25456857681274,3416.9229571819305
36,8.0,0.0,45.0,90.811851978302,3431.7797515392303
37,11.0,0.0,50.0,97.21884489059448,3412.1760251522064
38,12.0,0.0,47.0,108.02867317199707,3397.776998281479
39,11.0,0.0,48.0,99.78315305709839,3268.4619493484497
40,10.0,0.0,49.0,89.09609651565552,3244.142035007477
41,9.0,0.0,48.0,98.51168990135193,3363.44140124321
42,10.0,0.0,49.0,94.99799680709839,3387.319801092148
43,11.0,0.0,48.0,93.47923827171326,3345.346349954605
44,10.0,0.0,48.0,101.66694355010986,3458.4785380363464
45,10.0,0.0,48.0,100.21927452087402,3426.02094578743
46,9.0,0.0,50.0,94.43182158470154,3445.2542448043823
47,10.0,0.0,46.0,99.01303386688232,3438.4262125492096
48,11.0,0.0,49.0,101.04794883728027,3435.297504425049
49,13.0,0.0,47.0,110.98461866378784,3261.585448026657
50,10.0,0.0,47.0,93.31506633758545,3355.147221326828
51,8.0,0.0,50.0,89.53945517539978,3431.797083377838
52,11.0,0.0,46.0,97.46631360054016,3461.019849538803
53,8.0,0.0,50.0,93.0028030872345,3464.3671536445618
54,9.0,0.0,44.0,100.48949551582336,3420.7834491729736
55,10.0,0.0,49.0,97.16738152503967,3460.650444984436
56,9.0,0.0,49.0,96.27243185043335,3470.63019990921
57,12.0,0.0,48.0,109.45035552978516,3455.7949697971344
58,12.0,0.0,50.0,104.05345559120178,3507.7580184936523
59,11.0,0.0,49.0,107.2633216381073,3471.803002357483
60,10.0,0.0,48.0,103.96762204170227,3459.5999178886414
61,9.0,0.0,48.0,97.60943078994751,3370.022506713867
62,10.0,0.0,50.0,103.49746036529541,3430.915205478668
63,7.0,0.0,47.0,84.50849795341492,3380.658732175827
64,13.0,0.0,48.0,108.89329433441162,3404.1704444885254
65,11.0,0.0,49.0,100.25339937210083,3333.2950143814087
66,9.0,0.0,47.0,93.99867248535156,3266.7258059978485
67,12.0,0.0,50.0,100.26474785804749,3276.6028728485107
68,9.0,0.0,46.0,87.84474110603333,3332.1000249385834
69,9.0,0.0,48.0,94.32661366462708,3287.751893758774
70,10.0,0.0,47.0,89.58902788162231,3160.2957277297974
71,8.0,0.0,48.0,91.35732316970825,3169.2495908737183
72,7.0,0.0,47.0,85.34599232673645,3293.3452718257904
73,9.0,0.0,49.0,91.00976371765137,3414.363836288452
74,9.0,0.0,47.0,96.70586395263672,3332.034250974655
75,10.0,0.0,47.0,103.20606255531311,3370.2415153980255
76,10.0,0.0,48.0,98.6177806854248,3378.047371864319
77,13.0,0.0,49.0,107.54648017883301,3377.171002626419
78,10.0,0.0,48.0,92.46821689605713,3241.3012506961823
79,10.0,0.0,48.0,104.23354887962341,3362.6193022727966
80,12.0,0.0,50.0,102.21464085578918,3320.785465478897
81,9.0,0.0,49.0,87.23588800430298,3356.742822408676
82,13.0,0.0,50.0,104.0118305683136,3307.106711626053
83,11.0,0.0,47.0,93.11789155006409,3252.8250465393066
84,8.0,0.0,47.0,87.89039969444275,3236.036838531494
85,9.0,0.0,49.0,91.36086201667786,3228.919580221176
86,12.0,0.0,48.0,98.03642296791077,3256.520443916321
87,12.0,0.0,47.0,96.88374185562134,3236.9010243415833
88,12.0,0.0,49.0,103.72238874435425,3262.8739025592804
89,10.0,0.0,47.0,97.46538209915161,3248.2154104709625
90,9.0,0.0,49.0,86.9838650226593,3247.3080883026123
91,11.0,0.0,49.0,96.13075757026672,3236.0488543510437
92,11.0,0.0,49.0,93.33792877197266,3233.745712518692
93,10.0,0.0,50.0,91.95338010787964,3322.31170296669
94,9.0,0.0,49.0,93.01870226860046,3397.3447139263153
95,10.0,0.0,49.0,100.76574301719666,3340.9405755996704
96,10.0,0.0,48.0,100.11432528495789,3373.4735856056213
