,0,1,2,3
0,0.0,0.0,100.0,1.0
1,0.0,0.0,100.0,1.0
2,98.0,1.0,1.0,1.0
3,90.0,9.0,1.0,1.0
4,98.0,2.0,0.0,1.0
5,99.0,1.0,0.0,1.0
6,95.0,5.0,0.0,1.0
7,98.0,2.0,0.0,1.0
8,99.0,1.0,0.0,1.0
