9.993294028891558378e-01,9.994504829230582699e-01,9.982629672059385451e-01,9.982350256596533855e-01,9.920087177624409280e-01,9.919435208211089261e-01,9.846274926187748022e-01,9.845390110555384267e-01,9.791928618663090500e-01,9.791090372274534603e-01,9.759795840435142589e-01
9.994691106205817466e-01,9.995948475788649645e-01,9.991151843676362443e-01,9.991105274432553474e-01,9.949053247273370593e-01,9.948447847103858432e-01,9.896709417232483208e-01,9.895591755381075716e-01,9.851583819981931667e-01,9.850792142837184739e-01,9.823409427477716171e-01
9.982257118108915916e-01,9.991105274432553474e-01,9.999953430756191031e-01,9.999953430756191031e-01,9.999348030586678870e-01,9.999348030586678870e-01,9.994877383181052233e-01,9.994830813937243263e-01,9.987845427365950046e-01,9.987705719634524248e-01,9.981232594745126363e-01
9.981977702646064321e-01,9.990639581994467111e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.999580876805722607e-01,9.999580876805722607e-01,9.996367598982928149e-01,9.996367598982928149e-01,9.993666582842027912e-01,9.993526875110602115e-01,9.989801335605912325e-01
9.931543211601330245e-01,9.949472370467647986e-01,9.999534307561913637e-01,9.999720584537148405e-01,9.999906861512383172e-01,9.999906861512383172e-01,9.999441169074296809e-01,9.999441169074296809e-01,9.996367598982928149e-01,9.996321029739119179e-01,9.994504829230582699e-01
9.929959857311837501e-01,9.947469892983877848e-01,9.999534307561913637e-01,9.999720584537148405e-01,9.999953430756191031e-01,9.999953430756191031e-01,9.999534307561913637e-01,9.999487738318104668e-01,9.997345553102908733e-01,9.997252414615291904e-01,9.995995045032458615e-01
9.852748051077147018e-01,9.890795123268788513e-01,9.995063660156285890e-01,9.996972999152440309e-01,9.999534307561913637e-01,9.999674015293339435e-01,9.999767153780957374e-01,9.999813723024765233e-01,9.999394599830487840e-01,9.999348030586678870e-01,9.997112706883866107e-01
9.850605865861949972e-01,9.889025492004061002e-01,9.994830813937243263e-01,9.996833291421013401e-01,9.999441169074296809e-01,9.999627446049531576e-01,9.999860292268574202e-01,9.999906861512383172e-01,9.999627446049531576e-01,9.999580876805722607e-01,9.998183799491463519e-01
9.792906572783071084e-01,9.842130263488781949e-01,9.987705719634524248e-01,9.991617536114448805e-01,9.996134752763884412e-01,9.997764676297186126e-01,9.999068615123827275e-01,9.999534307561913637e-01,9.999534307561913637e-01,9.999627446049531576e-01,9.999208322855253073e-01
9.791556064712620966e-01,9.840314062980245469e-01,9.987333165684055825e-01,9.991244982163979271e-01,9.995715629569607019e-01,9.997671537809569298e-01,9.998928907392401477e-01,9.999441169074296809e-01,9.999674015293339435e-01,9.999720584537148405e-01,9.999441169074296809e-01
9.761239486993210646e-01,9.814095578715993362e-01,9.980254640625145779e-01,9.986029226857414676e-01,9.990267028043998687e-01,9.994691106205817466e-01,9.997205845371482935e-01,9.998323507222889317e-01,9.998882338148593618e-01,9.999534307561913637e-01,9.999208322855253073e-01
