,number_minimizers_per_func_metod,number_extra_descents_per_func_metod,time_metod,min_func_val_metod
0,4.0,0.0,18.17740488052368,1.4677565480649053e-05
1,5.0,0.0,17.18346929550171,1.7563775974949828e-05
2,5.0,0.0,16.674118995666504,1.9998687796282704e-05
3,6.0,0.0,20.457624197006226,1.4716247785396804e-05
4,4.0,0.0,18.87979555130005,2.0368139995149376e-05
5,5.0,0.0,15.425010204315186,1.887199381436448e-05
6,5.0,0.0,17.454051733016968,1.8072576901551005e-05
7,4.0,0.0,14.16241717338562,1.6042031959298784e-05
8,4.0,0.0,13.41239070892334,1.855559420726231e-05
9,4.0,0.0,13.173134803771973,2.0269297299313384e-05
10,5.0,0.0,12.030587196350098,2.08021260913951e-05
11,5.0,0.0,9.24774956703186,1.5626330537711035e-05
12,4.0,0.0,12.26491379737854,1.9276640956944312e-05
13,4.0,0.0,12.377213478088379,1.8077147865916397e-05
14,6.0,0.0,13.356731176376343,1.3649429454742587e-05
15,3.0,0.0,12.081800699234009,2.0069515190409252e-05
16,4.0,0.0,11.997808456420898,2.3314696506020008e-05
17,4.0,0.0,8.94415831565857,1.895676021118341e-05
18,4.0,0.0,8.547053813934326,1.7072522259744642e-05
19,3.0,0.0,8.159895181655884,2.0182835896586318e-05
20,4.0,0.0,8.455257654190063,2.022519490082766e-05
21,5.0,0.0,8.610544681549072,1.6043568041176622e-05
22,4.0,0.0,8.462581872940063,2.221082101784277e-05
23,4.0,0.0,8.550956964492798,1.795863184110493e-05
24,4.0,0.0,8.261409282684326,1.1853314880527034e-05
25,4.0,0.0,8.555354118347168,1.9791669839566634e-05
26,4.0,0.0,8.246759414672852,1.615775651329188e-05
27,3.0,0.0,8.130051136016846,1.5727878474826642e-05
28,3.0,0.0,8.034350156784058,1.8201037350498112e-05
29,2.0,0.0,7.697414398193359,2.3839404979387187e-05
30,5.0,0.0,8.49725604057312,1.509538725633312e-05
31,4.0,0.0,8.201957702636719,1.9469815749897562e-05
32,3.0,0.0,7.587077617645264,1.312178256335616e-05
33,5.0,0.0,8.502626180648804,2.186358987680811e-05
34,3.0,0.0,7.795745849609375,1.6773568794869044e-05
35,5.0,0.0,8.977721929550171,1.8534091254039002e-05
36,4.0,0.0,7.913601398468018,1.869247216371467e-05
37,4.0,0.0,8.439137697219849,2.0280044609683066e-05
38,4.0,0.0,8.198407649993896,1.8867458418802004e-05
39,4.0,0.0,7.876636028289795,1.9626716312605227e-05
40,3.0,0.0,7.650065898895264,2.053814571116665e-05
41,4.0,0.0,7.787763833999634,1.7429233149058537e-05
42,5.0,0.0,8.274588108062744,1.597224620686657e-05
43,4.0,0.0,7.845379829406738,1.2746963048481256e-05
44,4.0,0.0,7.965989828109741,1.7246225663638506e-05
45,6.0,0.0,8.385916948318481,2.0045844531178926e-05
46,5.0,0.0,8.130634546279907,2.0262178652380436e-05
47,3.0,0.0,7.8590521812438965,1.995863304070704e-05
48,3.0,0.0,7.644205093383789,1.969286251628387e-05
49,6.0,0.0,8.489433288574219,1.941975167450583e-05
50,4.0,0.0,7.791179180145264,2.0501259272882432e-05
51,4.0,0.0,7.624856948852539,1.2035215562704276e-05
52,5.0,0.0,7.99138617515564,1.725601667418289e-05
53,4.0,0.0,7.94596004486084,1.9982403309285914e-05
54,3.0,0.0,7.46450400352478,1.6636623304586643e-05
55,3.0,0.0,7.507486581802368,2.1243340089814867e-05
56,4.0,0.0,7.7819037437438965,1.8663977743002454e-05
57,3.0,0.0,7.3551342487335205,1.932807526513798e-05
58,5.0,0.0,6.8727006912231445,1.7745773682698088e-05
59,4.0,0.0,8.239437103271484,1.464238019208678e-05
60,5.0,0.0,9.770226955413818,2.255864610268126e-05
61,4.0,0.0,9.282049179077148,2.1434292289708833e-05
62,3.0,0.0,8.849953413009644,1.753333023994893e-05
63,4.0,0.0,8.954296112060547,1.8315128542624546e-05
64,4.0,0.0,8.987987279891968,2.07454668608696e-05
65,5.0,0.0,9.074410676956177,1.8967739946772288e-05
66,4.0,0.0,8.614437341690063,1.4332948605809129e-05
67,5.0,0.0,9.0138680934906,1.8538836290298057e-05
68,4.0,0.0,8.740676164627075,2.2959649443316763e-05
69,6.0,0.0,9.130075693130493,1.7244436387332106e-05
70,4.0,0.0,8.462586641311646,1.5947597017680865e-05
71,4.0,0.0,8.891785383224487,1.8607887807436928e-05
72,3.0,0.0,8.835152626037598,1.9492272035066378e-05
73,5.0,0.0,8.799022912979126,1.3965671321721675e-05
74,4.0,0.0,8.790223121643066,2.043351732848983e-05
75,5.0,0.0,8.941593647003174,1.8345534395777065e-05
76,3.0,0.0,8.090991258621216,1.751212987518323e-05
77,7.0,0.0,9.48213815689087,1.8348832155924353e-05
78,4.0,0.0,8.381399154663086,2.0522496143361324e-05
79,5.0,0.0,8.33464002609253,1.8042935853264635e-05
80,4.0,0.0,8.26775050163269,1.6598960185684244e-05
81,3.0,0.0,8.107590913772583,1.9762725052689083e-05
82,6.0,0.0,8.915075778961182,1.0982363786653646e-05
83,4.0,0.0,8.0280020236969,1.8481915990350398e-05
84,4.0,0.0,8.362967491149902,1.8168367269774895e-05
85,4.0,0.0,8.327210426330566,1.7755352182899707e-05
86,5.0,0.0,8.334994316101074,1.5282626907124025e-05
87,4.0,0.0,8.329278469085693,1.5266390970013613e-05
88,4.0,0.0,8.2404146194458,1.6827125645917302e-05
89,3.0,0.0,7.889820575714111,1.8788490682847707e-05
90,4.0,0.0,8.2174711227417,1.9893753303296543e-05
91,5.0,0.0,8.419851064682007,1.519264830736709e-05
92,3.0,0.0,7.843440532684326,2.1003945376350966e-05
93,5.0,0.0,8.344902992248535,1.9192109861223236e-05
94,5.0,0.0,8.348811864852905,1.4876634348978007e-05
