,0,1,2,3
0,0.0,0.0,100.0,1.0
1,0.0,0.0,100.0,1.0
2,100.0,0.0,0.0,1.0
3,100.0,0.0,0.0,1.0
4,100.0,0.0,0.0,1.0
5,100.0,0.0,0.0,1.0
6,100.0,0.0,0.0,1.0
7,100.0,0.0,0.0,1.0
8,100.0,0.0,0.0,1.0
