9.994784244693434294e-01,9.995808768057223848e-01,9.985330688200284577e-01,9.985097841981241951e-01,9.931962334795607639e-01,9.931217226894669681e-01,9.863691823372171541e-01,9.863179561690277319e-01,9.813769594009332797e-01,9.812745070645543244e-01,9.779354922834763153e-01
9.995948475788649645e-01,9.996972999152440309e-01,9.992409213259194622e-01,9.992362644015386763e-01,9.956876880233218596e-01,9.956271480063706436e-01,9.907699758771316700e-01,9.907001220114187712e-01,9.868069332290182460e-01,9.867231085901627674e-01,9.839010124153604320e-01
9.985144411225050920e-01,9.993154321160132580e-01,9.999953430756191031e-01,9.999953430756191031e-01,9.999441169074296809e-01,9.999441169074296809e-01,9.995156798643903828e-01,9.995063660156285890e-01,9.988450827535462206e-01,9.988311119804036409e-01,9.982443395084150684e-01
9.984864995762199325e-01,9.992735197965855187e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.999674015293339435e-01,9.999674015293339435e-01,9.996507306714353946e-01,9.996460737470544977e-01,9.993899429061070538e-01,9.993713152085836882e-01,9.990499874263041313e-01
9.940391367924967803e-01,9.955479802918960619e-01,9.999580876805722607e-01,9.999720584537148405e-01,9.999906861512383172e-01,9.999906861512383172e-01,9.999441169074296809e-01,9.999441169074296809e-01,9.996507306714353946e-01,9.996414168226736008e-01,9.994504829230582699e-01
9.938994290610708715e-01,9.953896448629466764e-01,9.999580876805722607e-01,9.999720584537148405e-01,9.999953430756191031e-01,9.999953430756191031e-01,9.999534307561913637e-01,9.999487738318104668e-01,9.997438691590525561e-01,9.997345553102908733e-01,9.995995045032458615e-01
9.872959102890087602e-01,9.905278158093269170e-01,9.995156798643903828e-01,9.997019568396248168e-01,9.999534307561913637e-01,9.999674015293339435e-01,9.999813723024765233e-01,9.999813723024765233e-01,9.999394599830487840e-01,9.999348030586678870e-01,9.997159276127673966e-01
9.871329179356785888e-01,9.903741373047584284e-01,9.994923952424860092e-01,9.996879860664822370e-01,9.999487738318104668e-01,9.999674015293339435e-01,9.999860292268574202e-01,9.999906861512383172e-01,9.999627446049531576e-01,9.999580876805722607e-01,9.998230368735272489e-01
9.814421563422652817e-01,9.858522637309415915e-01,9.988171412072610611e-01,9.991896951577300401e-01,9.996181322007693382e-01,9.997764676297186126e-01,9.999115184367636244e-01,9.999580876805722607e-01,9.999534307561913637e-01,9.999627446049531576e-01,9.999208322855253073e-01
9.813397040058863263e-01,9.857078990751347858e-01,9.987938565853567985e-01,9.991664105358256665e-01,9.995808768057223848e-01,9.997718107053377157e-01,9.998975476636210447e-01,9.999487738318104668e-01,9.999674015293339435e-01,9.999767153780957374e-01,9.999441169074296809e-01
9.782288785194706016e-01,9.830720798755669954e-01,9.981931133402255352e-01,9.987007180977395260e-01,9.990360166531615516e-01,9.994737675449626435e-01,9.997205845371482935e-01,9.998323507222889317e-01,9.998882338148593618e-01,9.999534307561913637e-01,9.999208322855253073e-01
