9.814400000000000000e+04,2.990300000000000000e+04,1.025000000000000000e+04
9.803900000000000000e+04,2.810200000000000000e+04,9.446000000000000000e+03
9.640500000000000000e+04,1.429200000000000000e+04,4.354000000000000000e+03
5.241900000000000000e+04,3.998000000000000000e+03,1.377000000000000000e+03
