,2,2,3,3,4,4
,0.01,0.1,0.01,0.1,0.01,0.1
Nelder-Mead,2965.915369067192,3070.4070144939424,1293.5752905321121,1261.4088416790962,1145.8596985554695,1141.6050179338456
Powell,1425.3313796591758,1637.7402550053596,668.6255012178422,642.6546745204926,601.0464588332176,631.1680156683922
Brent,1913.9869036817552,1996.1195794701575,586.5127552509308,602.4069211053849,543.8772948217392,491.0329676103592
Golden,3651.791616537571,3913.050748796463,1266.393172147274,1253.8968708562852,1079.178538453579,1064.826055173874
