,number_minimizers_per_func_metod,number_extra_descents_per_func_metod,time_metod,min_func_val_metod
0,9.0,22.0,6.428346157073975,-0.918281565176629
1,8.0,9.0,4.133405685424805,-0.9224377521973705
2,8.0,27.0,7.255558252334595,-0.9126880358169441
3,8.0,15.0,4.992783069610596,-0.9155559142413019
4,8.0,15.0,4.955661058425903,-0.8905940477856744
5,10.0,15.0,5.104130983352661,-0.8913505099373067
6,10.0,23.0,6.559238433837891,-0.9006666316239534
7,10.0,16.0,5.198828935623169,-0.9064796404485728
8,10.0,13.0,4.592384099960327,-0.952276548201182
9,9.0,20.0,6.2125585079193115,-0.9080616719251613
10,8.0,16.0,5.019150495529175,-0.9199775817246868
11,8.0,19.0,5.778963327407837,-0.8893026700294817
12,10.0,13.0,4.728122711181641,-0.9706924678262607
13,9.0,10.0,4.350686073303223,-0.9161310587136952
14,9.0,15.0,5.08946681022644,-0.9150262272333677
15,8.0,23.0,6.252578973770142,-0.8999254677853267
16,9.0,9.0,4.072876691818237,-0.9004744635906302
17,7.0,25.0,6.439114093780518,-0.887629855400081
18,8.0,17.0,5.237884044647217,-0.9112421966432913
19,9.0,21.0,5.74083137512207,-0.8953906819459816
20,10.0,4.0,3.2759485244750977,-0.9305357378132889
21,9.0,12.0,4.512301683425903,-0.8829142478322518
22,10.0,20.0,6.129533052444458,-0.8887889595123021
23,9.0,17.0,5.352170944213867,-0.9262877232105341
24,10.0,10.0,4.459033966064453,-0.8966301561816281
25,9.0,11.0,4.371697425842285,-0.9018065664371931
26,10.0,25.0,6.870704174041748,-0.9144613601505446
27,8.0,12.0,4.414706707000732,-0.8992400728533596
28,10.0,6.0,3.7398109436035156,-0.8972479533344412
29,9.0,14.0,4.675379753112793,-0.906335406918166
30,8.0,10.0,4.0049872398376465,-0.9130337764879791
31,9.0,18.0,5.412756443023682,-0.9132754220707111
32,9.0,16.0,5.3765833377838135,-0.9510922233196674
33,10.0,12.0,4.716425657272339,-0.8969514909566955
34,10.0,18.0,5.537748575210571,-0.8999350904386348
35,10.0,12.0,4.545454502105713,-0.9168859158877594
36,10.0,18.0,5.767222166061401,-0.8933810263900042
37,10.0,21.0,5.854130029678345,-0.9038957279037929
38,7.0,21.0,5.681310653686523,-0.8953433733872407
39,8.0,20.0,5.765268564224243,-0.9143687763773549
40,7.0,11.0,4.159756898880005,-0.8829902878435911
41,8.0,8.0,3.708108425140381,-0.9090190243961065
42,10.0,11.0,4.193938255310059,-0.9135856255285539
43,10.0,19.0,5.70962381362915,-0.8936823223345407
44,9.0,21.0,5.92840313911438,-0.9078008690146036
