,number_minimizers_per_func_metod,number_extra_descents_per_func_metod,number_minimizers_per_func_multistart,time_metod,time_multistart,min_func_val_metod,min_func_val_multistart
0,10.0,11.0,10.0,1.9487802982330322,8.454779624938965,-0.9579055533940939,-0.9579055533940939
1,10.0,6.0,10.0,1.4604649543762207,7.059725284576416,-0.9595317735333699,-0.9595317735333699
2,10.0,7.0,10.0,1.668510913848877,7.25843358039856,-0.9905251649556823,-0.9905251649556823
3,9.0,7.0,9.0,1.6110141277313232,6.993671894073486,-0.8808562560356538,-0.8808562560356538
4,10.0,17.0,10.0,2.3880727291107178,7.485932350158691,-0.936358758222334,-0.936358758222334
5,10.0,8.0,10.0,1.673271656036377,7.666261672973633,-0.897884929405569,-0.897884929405569
6,10.0,13.0,10.0,2.166532516479492,7.657361030578613,-0.9543650128218247,-0.9543650128218247
7,10.0,4.0,10.0,1.3770337104797363,7.963051795959473,-0.9665363729350279,-0.9665363729350279
8,10.0,8.0,10.0,1.8247475624084473,8.722793579101562,-0.9926183900388692,-0.9926183900388692
9,10.0,6.0,10.0,1.7055997848510742,7.4972453117370605,-0.971713402370627,-0.971713402370627
10,10.0,18.0,10.0,2.821394443511963,7.971843481063843,-0.9738591712520642,-0.9738591712520642
11,9.0,1.0,9.0,1.252347707748413,9.327348232269287,-0.9997063745119255,-0.9997063745119255
12,10.0,11.0,10.0,2.125486373901367,7.996793985366821,-0.9159207689342761,-0.9159207689342761
13,10.0,13.0,10.0,2.1734158992767334,7.863451957702637,-0.9740680188296663,-0.9740680188296663
14,10.0,7.0,10.0,1.594271183013916,7.6530046463012695,-0.9972581560403979,-0.9972581560403979
15,9.0,13.0,9.0,2.1060030460357666,7.196796655654907,-0.9969429331186078,-0.9969429331186078
16,10.0,19.0,10.0,2.489786148071289,7.3547937870025635,-0.9543475457868376,-0.9543475457868376
17,10.0,7.0,10.0,1.6197209358215332,7.049966096878052,-0.8752889028496436,-0.8752889028496436
18,9.0,8.0,10.0,1.613741397857666,7.168165445327759,-0.9929030572156535,-0.9929030572156535
19,10.0,10.0,10.0,1.79256010055542,7.335599184036255,-0.9662259706444745,-0.9662259706444745
20,9.0,9.0,10.0,1.7921524047851562,7.327247858047485,-1.0180208219808213,-1.0180208219808213
21,10.0,11.0,10.0,1.837989091873169,6.9522459506988525,-0.9231291199756532,-0.9231291199756532
22,10.0,5.0,10.0,1.523477554321289,7.2692551612854,-0.9565321169060688,-0.9565321169060688
23,10.0,9.0,10.0,1.7144320011138916,7.115205764770508,-0.9545750559859983,-0.9545750559859983
24,10.0,18.0,10.0,2.3114702701568604,7.1100523471832275,-0.9837279882050393,-0.9837279882050393
25,10.0,8.0,10.0,1.7065832614898682,7.507484674453735,-0.9977783036874224,-0.9977783036874224
26,10.0,7.0,10.0,1.615344762802124,7.427800178527832,-0.9254506693682797,-0.9254506693682797
27,10.0,13.0,10.0,2.1959431171417236,8.314067602157593,-0.9890916306131955,-0.9890916306131955
28,10.0,17.0,10.0,2.6104423999786377,7.413258075714111,-0.9539830852932111,-0.9539830852932111
29,10.0,2.0,10.0,1.2402887344360352,7.251276016235352,-0.998665287224833,-0.998665287224833
30,10.0,12.0,10.0,1.9375507831573486,7.25947380065918,-0.9690160635128193,-0.9690160635128193
31,10.0,15.0,10.0,2.1104531288146973,7.133418083190918,-0.9051985632786227,-0.9051985632786227
32,10.0,17.0,10.0,2.2198338508605957,7.161723852157593,-0.9807389101483553,-0.9807389101483553
33,10.0,7.0,10.0,1.5630362033843994,7.076312303543091,-0.983025633296493,-0.983025633296493
34,8.0,2.0,9.0,1.0420753955841064,7.080587148666382,-0.9290375382567879,-0.9290375382567879
35,10.0,8.0,10.0,1.6191473007202148,7.114903450012207,-0.9614218734546163,-0.9614218734546163
36,9.0,5.0,9.0,1.3285949230194092,7.107584238052368,-0.9009204240344519,-0.9009204240344519
37,10.0,6.0,10.0,1.4209399223327637,7.028925180435181,-0.9345785880601917,-0.9345785880601917
38,10.0,13.0,10.0,2.0552353858947754,7.318570852279663,-0.9748498297778974,-0.9748498297778974
39,10.0,7.0,10.0,1.5937347412109375,7.040722370147705,-0.9826526828433855,-0.9826526828433855
