,0,1,2,3
0,0.0,0.0,100.0,1.0
1,0.0,0.0,100.0,1.0
2,95.0,5.0,0.0,1.0
3,91.0,8.0,1.0,1.0
4,100.0,0.0,0.0,1.0
5,100.0,0.0,0.0,1.0
6,95.0,4.0,1.0,1.0
7,100.0,0.0,0.0,1.0
8,100.0,0.0,0.0,1.0
