,number_minimizers_per_func_metod,number_extra_descents_per_func_metod,number_minimizers_per_func_multistart,time_metod,time_multistart,min_func_val_metod,min_func_val_multistart,prop_class,greater_than_one_region
0,18.0,735.0,18.0,239.13084602355957,313.90625953674316,-0.997585564131389,-0.997585564131389,0.0,0.0
1,20.0,943.0,20.0,305.4306457042694,319.32949924468994,-0.9991109582142572,-0.9991109582142572,0.0,0.0
2,20.0,952.0,20.0,306.1919209957123,317.26883244514465,-0.9977134027314614,-0.9977134027314614,0.0,0.0
3,19.0,893.0,19.0,299.9690008163452,325.81905245780945,-0.9824551349327838,-0.9824551349327838,0.0,0.0
4,19.0,892.0,19.0,282.4140121936798,310.34883642196655,-0.9291543756407022,-0.9291543756407022,0.0,0.0
5,20.0,960.0,20.0,311.23564624786377,319.2108814716339,-0.9987833125103214,-0.9987833125103214,0.0,0.0
6,18.0,958.0,18.0,307.4215090274811,312.97019386291504,-0.996571639721763,-0.996571639721763,0.0,0.0
7,20.0,904.0,20.0,293.6068985462189,316.98136854171753,-0.9207392735170449,-0.9207392735170449,0.0,0.0
8,20.0,815.0,20.0,271.7395782470703,324.1961908340454,-0.9961862353430636,-0.9961862353430636,0.0,0.0
9,20.0,869.0,20.0,291.7475657463074,324.6238272190094,-0.9698893945232752,-0.9698893945232752,0.0,0.0
10,16.0,906.0,16.0,293.9140763282776,317.2469525337219,-0.9859997666514941,-0.9859997666514941,0.0,0.0
11,20.0,900.0,20.0,286.2861576080322,310.41894149780273,-0.9924245341572235,-0.9924245341572235,0.0,0.0
12,19.0,868.0,19.0,284.5126543045044,319.5557291507721,-0.9186295207278551,-0.9186295207278551,0.0,0.0
13,19.0,929.0,19.0,290.668603181839,305.82825231552124,-0.9210252967954897,-0.9210252967954897,0.0,0.0
14,20.0,937.0,20.0,301.93424797058105,317.0258843898773,-0.9864180293000535,-0.9864180293000535,0.0,0.0
15,19.0,892.0,19.0,290.7654592990875,314.9007303714752,-0.9975280882804589,-0.9975280882804589,0.0,0.0
16,20.0,850.0,20.0,293.1425383090973,333.48426127433777,-0.996960324607366,-0.996960324607366,0.0,0.0
17,18.0,797.0,18.0,272.78299832344055,326.08074975013733,-0.945338142061868,-0.945338142061868,0.0,0.0
18,20.0,917.0,20.0,290.6448800563812,312.5313079357147,-0.9594890174375337,-0.9594890174375337,0.0,0.0
19,19.0,911.0,19.0,301.03168511390686,325.4561483860016,-0.9668893846409005,-0.9668893846409005,0.0,0.0
20,20.0,947.0,20.0,306.9571785926819,316.0592360496521,-0.9742232634804443,-0.9742232634804443,0.0,0.0
21,20.0,896.0,20.0,297.82108211517334,326.721307516098,-0.954421277617467,-0.954421277617467,0.0,0.0
22,19.0,895.0,19.0,280.57550573349,308.1365900039673,-0.931830620282626,-0.931830620282626,0.0,0.0
23,19.0,869.0,19.0,275.80488634109497,309.09335827827454,-0.9884991864805346,-0.9884991864805346,0.0,0.0
24,19.0,846.0,19.0,274.86736607551575,314.04122138023376,-0.9978005010540945,-0.9978005010540945,0.0,0.0
25,20.0,915.0,20.0,304.13970947265625,322.3377628326416,-0.9979800789726418,-0.9979800789726418,0.0,0.0
26,19.0,931.0,19.0,316.47185134887695,336.4475255012512,-0.9865653251716684,-0.9865653251716684,0.0,0.0
27,20.0,919.0,20.0,306.09141659736633,324.5779685974121,-0.9981728811844056,-0.9981728811844056,0.0,0.0
28,20.0,950.0,20.0,312.0224611759186,321.0281550884247,-0.9993056056130518,-0.9993056056130518,0.0,0.0
29,20.0,854.0,20.0,285.1264615058899,320.08237195014954,-0.9954157107372992,-0.9954157107372992,0.0,0.0
30,20.0,921.0,20.0,304.4995827674866,325.4628047943115,-0.983827282285377,-0.983827282285377,0.0,0.0
31,19.0,866.0,19.0,274.0688338279724,311.24696350097656,-0.9049756959177765,-0.9049756959177765,0.0,0.0
32,19.0,851.0,19.0,280.2001349925995,320.13900208473206,-0.9669862679780964,-0.9669862679780964,0.0,0.0
33,18.0,918.0,18.0,298.0571413040161,320.2372281551361,-0.9145660474035681,-0.9145660474035681,0.0,0.0
34,19.0,879.0,19.0,278.71905732154846,309.9707715511322,-0.935957496443847,-0.935957496443847,0.0,0.0
35,20.0,841.0,20.0,282.6923372745514,318.8851957321167,-0.9993213216964253,-0.9993213216964253,0.0,0.0
36,20.0,781.0,20.0,269.61250853538513,323.43560576438904,-0.9253945019747885,-0.9253945019747885,0.0,0.0
37,20.0,815.0,20.0,275.84593319892883,320.80237460136414,-0.8416643835542981,-0.8416643835542981,0.0,0.0
38,20.0,892.0,20.0,310.2866220474243,346.0779891014099,-0.9873539212446002,-0.9873539212446002,0.0,0.0
39,20.0,849.0,20.0,289.7740240097046,318.0758230686188,-0.986985257735295,-0.986985257735295,0.0,0.0
40,20.0,906.0,20.0,286.42864656448364,308.25406312942505,-0.9175588861710358,-0.9175588861710358,0.0,0.0
41,18.0,690.0,18.0,236.19184374809265,325.99548053741455,-0.9941787633908523,-0.9941787633908523,0.001,0.0
42,20.0,792.0,20.0,263.35841488838196,325.6145257949829,-0.9715262814676597,-0.9715262814676597,0.0,0.0
43,20.0,840.0,20.0,282.37005281448364,321.7377882003784,-0.971980960859319,-0.971980960859319,0.0,0.0
44,18.0,899.0,18.0,283.1777534484863,308.8251357078552,-0.9790985630408583,-0.9790985630408583,0.0,0.0
45,20.0,925.0,20.0,308.32510256767273,327.512323141098,-0.9780974114417988,-0.9780974114417988,0.0,0.0
46,20.0,856.0,20.0,278.3924684524536,321.8947308063507,-0.9807167021765519,-0.9807167021765519,0.0,0.0
47,20.0,861.0,20.0,283.52697348594666,320.9097204208374,-0.9966635567643235,-0.9966635567643235,0.0,0.0
48,18.0,903.0,18.0,292.15746331214905,315.4240252971649,-0.9546036847029682,-0.9546036847029682,0.0,0.0
49,20.0,890.0,20.0,298.4932498931885,321.7925479412079,-0.9979172229653065,-0.9979172229653065,0.0,0.0
50,19.0,908.0,19.0,311.80805683135986,337.23737478256226,-0.992065093094112,-0.992065093094112,0.0,0.0
51,20.0,926.0,20.0,306.0430476665497,325.2039623260498,-0.9761437703953497,-0.9761437703953497,0.0,0.0
52,20.0,947.0,20.0,290.97576332092285,303.2608575820923,-0.9639634428120091,-0.9639634428120091,0.0,0.0
53,19.0,858.0,19.0,290.6788249015808,330.01772832870483,-0.9980921438983971,-0.9980921438983971,0.0,0.0
54,19.0,927.0,19.0,301.4842767715454,314.76720428466797,-0.9216704176881056,-0.9216704176881056,0.0,0.0
55,20.0,854.0,20.0,286.18103075027466,322.1800105571747,-0.9920735249993092,-0.9920735249993092,0.0,0.0
56,19.0,931.0,19.0,311.1342861652374,328.9361901283264,-0.9412748299773044,-0.9412748299773044,0.0,0.0
57,20.0,874.0,20.0,289.9897246360779,322.0647382736206,-0.9177335459411221,-0.9177335459411221,0.0,0.0
58,19.0,943.0,19.0,298.5807204246521,308.9646382331848,-0.9769897862329375,-0.9769897862329375,0.0,0.0
59,20.0,925.0,20.0,296.20372796058655,314.08702540397644,-0.9982750467723513,-0.9982750467723513,0.0,0.0
60,17.0,903.0,17.0,290.4287884235382,325.9059827327728,-0.997780478834464,-0.997780478834464,0.0,0.0
61,19.0,945.0,19.0,304.6926214694977,318.2566843032837,-0.9775168352954252,-0.9775168352954252,0.0,0.0
62,20.0,931.0,20.0,304.249892950058,316.3023293018341,-0.9500959357861394,-0.9500959357861394,0.0,0.0
63,19.0,880.0,19.0,266.4199502468109,315.6996374130249,-0.9357005502625994,-0.9357005502625994,0.0,0.0
64,16.0,925.0,16.0,295.7247085571289,315.77124762535095,-0.986528780545923,-0.986528780545923,0.0,0.0
65,19.0,920.0,19.0,303.34247040748596,325.7411675453186,-1.0002784909298923,-1.0002784909298923,0.0,0.0
66,20.0,894.0,20.0,290.28042912483215,323.26425552368164,-0.9919293524420062,-0.9919293524420062,0.0,0.0
67,20.0,929.0,20.0,293.19584345817566,308.79120993614197,-0.9958648439845349,-0.9958648439845349,0.0,0.0
68,20.0,793.0,20.0,256.3787341117859,307.4586670398712,-0.9981967794986559,-0.9981967794986559,0.0,0.0
69,20.0,850.0,20.0,273.00423884391785,310.81108570098877,-0.9407994670546942,-0.9407994670546942,0.0,0.0
70,20.0,947.0,20.0,313.67637157440186,326.09194564819336,-0.9952579631965114,-0.9952579631965114,0.0,0.0
71,20.0,872.0,20.0,291.7968668937683,324.59102511405945,-0.9956113728932257,-0.9956113728932257,0.0,0.0
